date,binance-cex,okx,bitfinex,bybit,robinhood,bitget,gemini,htx,gate,mexc,deribit,kucoin,crypto-com,hashkey-exchange,bitkub,poloniex,bitstamp,bitmex,swissborg,bingx,osl-hk,korbit,indodax,phemex,nexo
2024-11-27,-2236560872,-182266893,-433518467,-193400268,-175102136,-6143402,,-44491481,-69489351,11339893,-106347180,-40209745,-309837080,-2927228,,,-197424901,-85382499,-13006191,-2016708,,-10412678,,-4178798,-22567891
2024-11-28,6726881396,1193433025,1644177513,782736565,1223160789,199071059,,243267158,300589741,46274038,337539120,148907269,638827435,46063257,,,301007981,234153668,100692866,3932901,,46622657,,12571960,54733653
2024-11-29,-705824638,-98658710,-222910740,-110457866,-206953318,-10848944,,-8108440,-10060477,-49649977,-61640462,2057077,-126294004,21756988,,,-52621599,-29825349,8362154,-1339331,,-1268935,,-1853541,-16214427
2024-11-30,2909095236,629148923,307957163,410012782,277471182,102922079,,107931693,108206051,8448262,64706876,46151297,205746876,8292516,,,64552566,81732315,61025479,12379469,,45307624,,3774133,10193324
2024-12-01,191885392,62249869,177804225,243920068,102246217,-20745394,,10441884,60748650,31071073,-24651879,18056395,-21461948,-975220,,,98679370,-48179328,28143939,2983594,,16377468,,-823493,9189065
2024-12-02,2156026345,-61274022,20872525,241777148,363552589,-259595949,,61510758,82734767,17015477,61896404,78810304,325142409,9883944,,,136346941,64686339,25845775,4207260,,40704758,,2716768,-450467
2024-12-03,-916696839,-301500727,-346302750,188414075,-448255582,-50447911,,103101498,-125489302,-19666854,-139893019,-66660636,-252853193,-11069180,,,323259678,-90711834,72985958,2619307,,62198089,,-14825245,-12242664
2024-12-04,5192492497,800099717,131520106,174220186,45545041,48537978,,1871415838,931239,23172320,-112627264,78158763,101805867,12189104,,,-106602447,14539410,15962120,-1412987,,-30192902,,60114701,7356928
2024-12-05,1217805331,623723419,1011600636,565250688,885803846,262598604,,-680805318,102370864,36903743,172405601,101815775,315055994,25350216,,,-448721403,152664742,-17977061,4550013,,2515035,,7584896,34582418
2024-12-06,-2179924004,-1438618,-458641963,-338488534,-694434520,128447089,,-206088210,-72897743,-83712460,-131852549,-23644129,-330772126,-10564918,,,-97803334,-80532124,-38397015,-4248822,,-48122724,,-6028676,-21020113
2024-12-07,,,,,952226396,,,,,,228496428,,371487774,58461056,,,296831229,137206373,96870881,,,50238332,,9444429,6050134
2024-12-08,7203223563,1277270661,,1223074969,36660967,1158644967,,236043433,376635916,56388793,14282047,90645802,6755682,844550,,,-34150166,8545591,-7121601,12157041,,6813416,,366011,17460366
2024-12-09,724722251,110885213,810026350,38847228,105555741,-30987589,,23158480,36527227,3663737,12212441,6177119,-53849778,8913249,,,21914314,22011419,9183035,566076,,8395938,,757095,-15972765
2024-12-10,-10486209961,-1434007642,-646455674,-1234263121,-1133149306,-419334675,,-789839512,-519356702,-58259024,-165442962,-242530870,-733779714,-7302102,,,-553398191,-168635372,-138387088,-14107848,,-75054326,,-8601133,-57683939
2024-12-11,68705571,189111689,-131259375,26096809,-83372782,408739385,,57067996,-13172864,-39667145,-79393752,-40696575,-44039647,39679240,,,-265862746,-12580255,5973894,-61404,,18791517,,-1379542,41960016
2024-12-12,6658052903,1002079080,998351280,856499390,1164724930,683512404,,260170666,246974066,9195542,256438771,138918913,483627144,44420904,,,-628892078,220973537,99719493,8867917,,35686460,,10349803,20312456
2024-12-13,-1215107191,-267109802,-278738483,-199783958,-200532283,-77425428,,-39450845,90001025,-14945891,-42843710,-168531,-2941482,-1504266,,,-4633564,-61994125,-2646874,-1375607,,-36481326,,-2068986,-5478466
2024-12-14,2753891388,181832737,168756750,119736616,335078056,149888879,,-43464554,-188574762,28316754,54454976,2522773,125054536,21190916,,,-18776601,65959039,15681182,2816128,,17504798,,2813812,-17231899
2024-12-15,-1265284462,-481344494,-60640138,-195342279,-111204279,-229505947,,-116490066,38405488,-10297240,-12378427,-70372012,-204913232,1042912,,,-14017681,2180722,-24401127,-4199424,,-2952057,,-468056,-2499482
2024-12-16,865960970,192430197,699670618,120826607,638837022,-51858811,,36284869,76728034,15854615,93282924,6505815,55322440,28814871,,,115039257,96703631,50916319,-15140070,,29015640,,3899956,10766911
2024-12-17,1110916458,311365940,-126814437,348171316,214546125,515073861,,250353302,110163126,-13782082,149754801,20986968,278781870,1188441,,,-82066859,147619150,2643610,-45513297,,9629399,,7291044,-1427983
2024-12-18,-2266118853,-113081951,135737455,-83462499,-213076822,499723164,,-247623871,42258647,-14486030,-36939571,-68563137,-52729745,674419,,,-2316025,-254556,-10321047,-1217142,,5124742,,70435573,-5249721
2024-12-19,-7359394917,-879503610,-1502791979,-786666418,-1229720110,363180311,,-322063469,-338046365,-120046565,-287858615,-168244247,-542078481,-35528623,,,-167397377,-293959889,-102364384,-6522811,,-64699753,,-16670721,-34633326
2024-12-20,-5840837063,-934360595,-623718703,-424980272,-998807894,189050330,,-182262509,-211322496,-14913941,-198344277,-119954029,-542158819,-23414523,49861160,,-51845480,-174245102,-82339472,-4910480,,-37491704,,-8735403,-7808654
2024-12-21,1370344257,-16465498,-23659511,315278708,-139014248,-134790861,,4215239,10194982,32644473,-95133364,-2359029,21634533,6786366,7986179,,48874341,-34934773,30228851,69876,,5521533,,5791853,14505682
2024-12-22,-2674084514,-315213648,-184277760,-418348327,-289856188,16979573,,-31669451,-11074004,-13246630,-46180714,-25354452,-188330184,-2032199,-12263632,,-67751354,-15567286,-56893412,-1280318,,-13172798,,-4084716,-14413397
2024-12-23,-1457234235,-293534925,-244801947,-14583530,-279167122,10799866,,-52753188,23751529,-2831935,-89019724,-1390878,-136537729,-10766450,-20005461,,-28207136,-98482698,-6086546,-1721253,,-11970314,,-3602831,-5162239
2024-12-24,4334522689,391916183,-28629836,445893104,283624295,226827174,,192723169,24451067,5423000,-32202772,56761461,333896458,17405932,31450653,,-77697998,-13249520,46876531,729783,,9014573,,3760908,4639569
2024-12-25,3177632249,506748199,944244721,289956698,670256588,776170767,,417686822,158718587,19495353,92315361,48533704,119254036,34207916,148610636,,63203469,190772700,42295571,4101882,,32911529,,11173078,13674636
2024-12-26,-103298198,78708391,42076975,-164351928,6286194,921431524,,-5134834,136272917,-6557807,16993059,-36155484,-58484741,-6308598,-1808440,,-20840867,22009541,6276474,347488,,-1723609,,-2520212,-5078342
2024-12-27,-5429410551,-696426496,-1015147626,-673833321,-906039414,967015772,,-90053075,-132981598,-22379502,-256198049,-82641753,-408223202,-39468472,-72016508,,-139787642,-190560944,-77095495,-4741358,,-45521213,,-12425140,-17543516
2024-12-28,-601679484,-369373451,-253911518,-97431224,-230030551,858154965,,54601511,366514349,20620631,-256769672,-33322684,-74660885,-7898847,-11295535,,30971557,-74526570,-13142040,-1226710,,-9554223,,-2191235,6939646
2024-12-29,2641547644,231835522,325728600,248343003,305056993,-499667649,,35397079,154950893,23427048,83564265,37616360,140416674,12493241,29152832,,35973043,56349680,35082354,1385001,,13832359,,3092915,8321180
2024-12-30,-1538088905,-450309022,-637724474,-338349715,-353039374,-1240641744,,-53822139,-140704387,-10523641,-343198570,-58158865,-188824690,-18184785,-36922517,,-119219018,-92955027,-35000500,-2026171,,-22710258,,-5708035,-3576863
2024-12-31,-124467392,-16450545,-612909503,-143395962,-82511836,-5013503736,,44071141,-45044311,-37792513,-76573534,-22296810,-26921274,-7984718,-7646994,,-1625591,-66655731,3011359,-686852,,-8029316,,-666857,-23557810
2025-01-01,-138816377,13468001,138253762,63876333,52318286,-62148743,,7687251,54098870,-4417557,-91502815,-45026071,83903642,4329483,8360658,,-17606260,25600582,8294803,281482,,6705454,,6083488,2258222
2025-01-02,2619690545,208304822,-151003235,420321939,226593211,63905088,,34793659,67152223,13386296,55787332,59716363,-5015418,16537227,46620015,,119910220,70828663,37195449,2171272,,38795396,,8024425,7643038
2025-01-03,3012201893,841130630,554428664,297070683,552271369,204945302,,220581453,195683252,23634424,205415073,68696219,105679878,26540516,44647041,,84933058,121182702,49627900,2381335,,25501232,,5944353,6201057
2025-01-04,3069975215,579916324,437388131,615116560,478254123,77154831,,94321701,182897634,28994173,117746525,89222634,461823165,17859428,58098592,,60674785,57667483,43860183,2024788,,23045043,,5927521,33281654
2025-01-05,520777547,129883839,-4948850,17105748,93893430,-43890898,,21121796,61913774,-1141828,10984735,11273192,20450908,8240108,2509972,,-4049390,8836289,5203015,551338,,-4144024,,1294613,-13381670
2025-01-06,-591123267,-48773681,12563200,-26425118,34242288,-29314674,,-75441356,8350061,-9922502,15676684,5720540,-83992327,-894316,-3566819,,10053871,24394066,-16537585,290315,,-1864205,,-124797,-9670844
2025-01-07,3102310025,520705892,858822770,236404674,526578182,154320059,,123881153,84448616,14760142,151560224,39450236,189523761,29454625,40660065,,96791775,179585061,58844554,3870157,,23501715,,6405568,16212729
2025-01-08,-9261608936,-1315446169,-1169019378,-918531212,-1342920839,-120794699,,-348215580,648187381,-39371404,-247054845,-186140537,-1268416488,-48898720,-112420328,,-206433542,-271029133,-97691411,-7246394,,-56088014,,-17609607,-41772687
2025-01-09,-1885166433,-434479561,-331903030,-290934725,-338535734,-44646811,,-73104311,-49368878,6151427,-104161185,-37112530,-2196012137,-9929145,-15432166,,-44405596,-90028006,-30680052,-2173150,,799332,,-3347981,-7751034
2025-01-10,-3545076757,-644159595,-549480965,-516248695,-579717661,-80690669,,-161255959,-145292394,-8374708,-110613039,-103461742,-413183987,-20286365,-43076380,,-129931282,-142429599,-54628856,-3410013,,-28592880,,-8155622,-4176269
2025-01-11,2860433430,429858383,644341249,244325805,436036603,149423560,,89008220,190447006,21598242,-19208577,44083799,-372932104,9403771,41508641,,36174586,115220633,36878279,2737558,,25954681,,3748526,8595468
2025-01-12,1032095550,109289497,8948812,73927995,63209947,95558512,,-1205232,59686995,14878720,-5299563,954573,-322196246,-22903270,29481308,,59388514,-8097990,12935999,36091,,27007395,,2874109,-2440831
2025-01-13,-1125153190,-235573028,-216076174,-254802244,-209138945,-23552435,,164342856,-123488820,-10020601,-37607175,-23268927,-364013489,-21436416,-23253265,,-49186902,-24967941,-35753533,-891112,,-12224663,,-3232524,-14368489
2025-01-14,-893647860,-127768269,40278364,-154586797,-120611445,-98566761,,-121850257,-74298506,-9759430,-23726849,-32626110,23673600,-8374669,5428091,,19514245,11616491,-3704203,-360599,,3902564,,644820,-8045172
2025-01-15,3133484342,502394248,518443195,471341026,485215356,122214039,,85865735,261839613,30997405,104442430,25720700,108765016,30612252,48946373,,128121687,109193380,32663438,2884874,,35847439,,8166308,17986746
2025-01-16,6611583155,1006902816,981163980,772449160,805610623,244944389,,306923450,370197827,-60485839,241607645,107223920,91185120,48020513,98193205,,254156186,176408410,97605190,4687363,,65674980,,14779377,29129473
2025-01-17,-901957576,-31257213,-27333643,9198421,-246310527,1884474,,-62631176,-57092159,9877425,-42673072,1845463,-101900811,-32678928,-6369312,,-62470789,1406299,1620726,-738017,,6618705,,-1103927,-2906753
2025-01-18,3380989672,1099011535,990196927,510979897,1145124335,242061565,,271377840,50612486,58128231,225498204,98265263,84123632,44215225,78727616,,164001872,230151887,75199725,5460366,,41573687,,8579113,25116247
2025-01-19,-384019502,-405465156,-274158569,230867126,-393921823,6994731,,-133755608,132242580,-38763060,-38479922,-95575404,-68591969,-19773124,-30646785,,-144871196,-16833193,-21744102,-1461817,,-14802400,,-4166069,-31936430
2025-01-20,-4911027176,-304283273,-739946968,-442374948,-616817018,-193325356,,-273191768,-337441751,-35578789,-161989453,-66832363,-311989976,-22354215,-69917861,,-86836040,-177218749,-90892899,-3372105,,-45875698,,-11006287,-23118038
2025-01-21,785687457,453365266,226196816,307232442,123849319,42663451,,30254534,284286594,50759627,112390753,34092258,171619014,13062418,16245439,,44726187,117098211,45922048,1480182,,23327383,,6304151,22231103
2025-01-22,3707388378,648394563,719571351,454943963,462475525,203460958,,222875073,310122760,19159349,176960550,18424372,73880037,15041646,63398027,,108908445,125056627,37723901,3718329,,26709716,,9099837,11523949
2025-01-23,-1306142322,-271449785,-96664281,-14219570,-278314606,-129606016,,-33918559,-96766964,6728889,-118132651,-51132205,-12550360,-52607918,-29941790,,-54041378,-91064458,-26117057,-2093693,,-12495450,,-6473836,270942
2025-01-24,186376466,342372027,120940897,109227311,219107734,99768394,,6696827,-74136661,-1456027,12690374,-40326601,174531984,11636967,-3032533,,23084205,10040784,-4613934,507273,,-5980664,,-54311652,20265913
2025-01-25,-84879851,-235024115,65710714,-12298531,-10970687,-28052811,,12408166,204238739,24405068,-8133091,-21179256,118580125,2621081,1941641,,-24626456,6040063,7220400,143724,,-6033167,,614538,-6359764
2025-01-26,245113413,88585299,114599947,72508148,152299156,1358920,,-21153958,37017647,53235536,9574367,13841433,30395500,-1098764,14180818,,-15988828,24918015,2139126,816473,,10440160,,1000217,16904221
2025-01-27,-3068340052,-453827529,-405777067,-338982050,-434925712,-155065865,,-133893512,-93249416,-6978745,-97231838,-100673109,-197107750,-16586599,-43275169,,-45490630,-98753427,-26744538,-2503477,,-23553978,,-5469448,-4419901
2025-01-28,-1537657493,-490725355,-387803755,-257510407,-358632989,-69512456,,-105527527,-210137906,-4227747,-94582037,-74050826,27435687,-170514,-3248344,,-18421369,-53755103,-27039648,-1622960,,-10795755,,-3583130,7420504
2025-01-29,-2802291305,-433090909,-119212773,-230128878,-341536861,-49335977,,-54116388,-276987908,-43483323,-20216120,-50360211,-28271539,-10006306,-28140411,,-35569592,-35872580,-31400264,-1333564,,-573948,,-1947408,-17495033
2025-01-30,2956326316,567932532,598873539,436294957,557719461,69213125,,60026597,281784745,1116936,96273254,45225071,154725874,17059718,46759369,,90268122,137453622,35118606,3277183,,23057818,,6873236,17886844
2025-01-31,2060678048,297993216,247790949,147473901,202296500,69808517,,177331560,74229113,-15451633,76272316,29585457,61873343,9103001,13724877,,55996457,37421645,20843557,1435418,,11933465,,9957825,9467176
2025-02-01,-1704952683,-268096770,-437087516,-62141900,-190726025,-170241175,,15324046,-104394217,-38651997,-159143076,-29623224,82792098,-15955603,-31420630,,-95881585,-126198559,-23248231,-2289537,,-28712089,,-3878988,-9166639
2025-02-02,-4362593213,-703647078,-403758614,-575665602,-478273096,-187690621,,-210717890,-371436213,-36390761,-83372639,-89002467,-184705073,-15078379,-35603867,,-114209943,-69540700,-44716621,-2206428,,-31192791,,-3549216,-17163620
2025-02-03,-10216740279,-1565093084,-594143399,-1178686686,-1006015727,-257833085,,-508705690,-778353618,-37876075,-267011491,-135948883,-307437643,-40512198,-121062578,,-260512365,-259654205,-165058336,-7113504,,-66430550,,-10972816,-41413141
2025-02-04,7827352298,1340834443,952028527,1285573133,623854964,274454389,,237539631,267637769,81035836,141438486,133717005,176773623,62547808,91011539,,320650193,280980013,100831176,6024932,,54511313,,4788162,44536065
2025-02-05,-5884185876,-904218849,-782458639,-568102785,-748968198,-152035238,,-177158420,-58287647,-13405117,-156016233,-61536501,-282113000,-28570465,-76338780,,-175087755,-173622401,-63816170,-4306567,,-50996356,,-9650334,-961635
2025-02-06,-1553543942,-254352490,-493292811,-280982982,-110642999,-32822523,,-30667006,25060643,-9762377,-53296876,-35028165,108389807,280117,-27766373,,-120897631,-79500899,-24978377,-1056679,,-25927833,,-2748818,-7583520
2025-02-07,-1284835456,-278091745,-73090579,-158210399,-178479389,-7131820,,33053593,-88875172,-31880609,-10380336,-63363284,-85367944,2707164,-18285279,,36893592,3356740,-32126216,-626061,,-8611420,,-1025502,-9031554
2025-02-08,735772,-71715528,-99380930,-167234078,-32434783,-9775245,,-23898449,-1662936,-41555060,-35678270,-65009133,24962525,-5948963,4162869,,263045483,-16729719,-3046882,-256658,,10928959,,-729601,3264572
2025-02-09,1096446854,-33424123,-41484676,5491753,-9854270,-9819196,,-2579214,159932390,-18456407,-3988126,-27564361,-50178925,-1794656,8050249,,-9182080,-10015759,1782305,-393064,,4028513,,511514,1542641
2025-02-10,790925753,38431618,184897120,-64395693,-25026742,-174512,,-35323310,-151606939,-16775178,18944411,-4260976,23819663,1513064,-11277067,,-3612617,9223871,-5027666,686720,,-4385251,,-323159,-3115433
2025-02-11,303456645,82501808,164039075,113029883,181097345,111165814,,259701552,210144571,17679834,7346125,-17322619,-8063298,14121943,40814297,,3669990,62643705,18051724,565545,,14869591,,1864450,12396981
2025-02-12,-817177214,-366665488,-456879557,-327115313,-332814889,-59958763,,-131012795,-82028974,-11134531,-108187929,-26906709,-64307900,-15601342,-37479298,,-16126913,-105679734,-3611651,-2099773,,-7585343,,-4204728,-8670238
2025-02-13,4262757690,474311898,473770760,221142728,585403779,34837212,,123295621,138585313,26996628,112376450,35679184,99406901,26879601,38075902,,33904209,103440280,28535379,2866698,,23151133,,6639591,11877611
2025-02-14,-1654316961,-214681626,-266565815,-244193369,-303998152,-108890801,,-124182181,-26091097,-8466084,-36594467,-17823319,-47930942,-16882239,-1897930,,-60580143,-54721104,-13962462,-1508103,,-1862831,,-2709609,-9264787
2025-02-15,990147451,312121206,317756537,197156121,199987422,92038260,,28431552,164421364,13773596,54165261,28237000,38169327,12659533,31472356,,-92194403,40634528,31592714,1066593,,30581717,,3590738,16173516
2025-02-16,-68711770,-34461814,-27786644,-76493334,-34174491,-90896648,,24476368,4979763,1337984,6815438,-6842670,-26902697,-138088,-1260379,,6332551,4764116,942748,-148,,3140303,,928356,1894369
2025-02-17,-767852928,-345728967,-283039023,-239558642,-270069656,-49479111,,84376260,-120916836,-8312945,-74415986,-29800673,-32948001,-10774903,-24319534,,-63246055,-74787057,-14561918,-1615949,,-12846691,,-3534247,-7363692
2025-02-18,-653141775,-59150627,209116843,57098812,26978203,62821216,,343723672,-55417283,2354006,-69874346,-15489268,-18576287,4107751,-13897086,,-23646082,-27157105,-23958000,-16792,,-14734655,,-193778325,-2111860
2025-02-19,-1587532700,-304380770,-54669426,-133043457,-159433126,-50739022,,-45542106,-167324608,-23752992,-28455202,-28891951,40790307,-2009453,-22745800,,-42060157,-13916932,-37550934,-606015,,-13631485,,-1464538,1572288
2025-02-20,2205253193,203926526,163923046,156573789,229528679,-23959027,,54731409,132251512,3577291,57877473,507836,27631289,13427392,34534652,,124373477,64755814,26066142,1405633,,81237748,,2139266,929884
2025-02-21,1048875717,324745697,458159401,151400419,299736959,22805035,,125335840,112247676,3863021,73342280,41671223,41433670,9496118,19483973,,28959721,84693420,18745344,2051779,,-62608863,,-448340,4541385
2025-02-22,-2271971982,-561500180,-761250212,-3008426932,-577990852,-134379249,,-196353793,-98574635,-17953751,-113931008,-51002845,-146445428,-23963739,-54546926,,3523854,-128538205,-50258134,-3261893,,-34984136,,-2494866,-989660
2025-02-23,3008915703,403275051,495405933,-3129345799,273562351,125906397,,70205864,255124975,9875389,42655228,37005431,76749575,13485681,15513200,,-23310728,42205960,24214313,1386831,,6564200,,2182034,9276138
2025-02-24,-851629884,-86136283,29468095,172283894,39461114,-36800631,,65226361,-67416379,4822748,13452420,-36247566,-37383803,5130124,-8106233,,11406917,-18543485,-7983147,124508,,-810949,,334011,-7526896
2025-02-25,-8173105649,-1291610759,-1666588101,390016217,-1195986355,-263447105,,-283059276,-599715733,-32844836,-266760196,-170522223,-181687268,-47857618,-100801784,,-248295320,-216980058,-112301802,-6548230,,-64282018,,-5015993,-27518724
2025-02-26,37364331,-556486263,-359555363,251232963,-443249621,-95264866,,-131567887,-69103984,-9823727,-74443318,-80374680,14293630,1915735,-29024064,,-5187826,-179914392,-35743992,-3528553,,-21502773,,-461382,-3185123
2025-02-27,-3669731980,-630803513,-993216853,-2014219,-805431504,-160146911,,-177137558,-156375808,-16171222,-179265223,-59931214,-51643148,-26270238,-66198907,,-119676242,-218118944,-45992933,-5425424,,-46109044,,-2702801,-19903886
2025-02-28,-214672843,192012602,182600436,198532580,35784571,42151174,,-439513,105356026,7824873,-31702933,56359281,-1021511,6123556,4340624,,-33054169,35048002,6473922,405245,,54237031,,-424358,8626276
2025-03-01,-860979811,31856000,-184662869,131910033,-141251005,-14666701,,32584687,-26771139,-1068575,29316030,-9768563,81411176,-3964555,-11326884,,-29746686,-12722601,-4272638,-334597,,-3223836,,4522667,-39968966
2025-03-02,1328236489,113584671,720057444,57991245,171859357,22020103,,24187487,44335420,22305719,53047472,8682457,40327287,14698155,26342163,,66925164,80499918,8143746,1391061,,12701011,,-184713,6667942
2025-03-03,10208138658,1800322640,1822134093,1153294857,1571730765,450352539,,488229127,551823121,50313457,329951652,75693919,262719039,76053129,214937174,,421097100,379243473,157466064,9151552,,159204086,,200975137,50598041
2025-03-04,-10863615939,-1615687600,-1998951329,-1051685594,-1842145464,-308841980,,-431411860,-946623603,-26168270,-326250871,-122840107,-347050280,-90377222,-206212109,,-459276090,-394230841,-145284841,-8896857,,-127377014,,-28101364,-36316913
2025-03-05,1060169214,-135723359,449605289,76502684,305105464,76386873,,119105670,311163657,36359423,1899018,-84761205,-5709961,65391637,57125295,,43306434,29096288,24433692,424065,,15008124,,4182672,-9894040
2025-03-06,3021515910,233281382,865718074,426398391,679775227,141538061,,99761798,188066015,36437455,129060787,-61175150,46256208,51264403,64957030,,94791098,169454670,33802051,3897501,,25734053,,10515649,8405331
2025-03-07,-488650998,-183063863,-588824321,38137991,-711826715,34792995,,-60662847,-182167236,13507216,-3713413,-93262734,-86118032,-50639762,-18688042,,-47552656,-34813957,-40721759,-3720161,,-27146151,,-551633,-4990553
2025-03-08,-3674269559,-594338002,-68306358,-2834768,-8258117,-158597689,,-31839641,-243017334,21729685,-134328590,-73360652,-50116185,-888665228,-69376380,,-1275744,-174257945,-10777806,-654545,,-7101877,,-10267449,-11614076
2025-03-09,-487259372,19542734,-96281262,-35371867,-2184912,-13320842,,-12483497,28524195,10658523,-9357928,-2032473,1897273,-3240794,-8254775,,-56287561,-25322689,-11616780,-110660,,-12377431,,-893771,13350301
2025-03-10,-6376210436,-1099278033,-1102110669,-670929426,-1178535265,-246851324,,-343189030,-433128437,-25552158,-185694030,-82182446,-133828103,1221112,-120519116,,-132775353,-251397944,-97276819,-6032223,,-69811697,,-12897102,-36078578
2025-03-11,-3259825561,-325574865,-642580524,-351078816,-450480164,-168393301,,-161466229,-85009188,6510231,-57711658,-60970413,-82566152,828211154,-67666763,,-122490144,-139689281,-54033126,-3464154,,-24716219,,-7987583,-28938688
2025-03-12,4339549592,521649115,724810947,437047343,635633310,129529509,,145293558,157331302,37672591,138720888,39085613,148130884,7574345,104086334,,123150896,188185989,69174398,4271057,,38658960,,10084266,7851389
2025-03-13,815841305,122092539,380567240,-11327804,165695825,-10812930,,19782671,106347069,6369735,32386457,-14161729,128879690,13633508,22179008,,66207994,64204874,12832145,972263,,13515229,,10494630,11254691
2025-03-14,-728153012,494755785,-602824140,-351112241,-437879705,-51586030,,3774957,-51396535,-17760,-114419854,-28286897,-92114473,-11864482,-35051246,,-77379901,-123034771,-24431058,-2715329,,-13844149,,-4096999,-7750388
2025-03-15,2630636009,-884317675,670396746,564032809,525018930,137990669,,48243846,216753212,27428936,56276603,29632240,123766730,36913488,50705018,,121602928,142430445,34550900,3435986,,34272706,,981831,12976159
2025-03-16,1651666540,126984819,46634767,176427191,71880767,47789901,,10321595,18192476,7149782,19655291,506689,29269134,11169681,9658119,,16252705,18034973,9974662,231715,,7213481,,1580777,1838852
2025-03-17,-2201035160,-370855301,-285474000,-174475765,-233422972,-86824189,,-150650389,-111583518,-9527074,-64998609,-17708062,-107165280,-10454060,-29540938,,-49806128,-70684043,-31525001,-1671884,,-18672492,,-5503053,-13485308
2025-03-18,1522090112,-185731389,55002261,154678680,146518194,18453763,,130786993,102618927,17819278,60170310,1207654362,46326448,7665858,9461870,,25900256,48705718,15209908,913144,,10994094,,1607201,15902886
2025-03-19,-939440470,-599009265,-167527722,193466913,-74563220,-17452259,,645242580,-114701582,2187802,-26575700,-90523086,-33527680,-10849573,-15427572,,-30195426,-58762542,-8490001,-1055617,,-16883283,,-1321991,5694625
2025-03-20,7739095866,-143146142,884520032,2625656939,738114593,170523298,,-10517230,328362994,15053110,150016768,40807613,32397981,34983601,77888191,,130911699,209822690,68977587,5091914,,68326613,,9293456,6957481
2025-03-21,-858460196,-811109630,-476203679,-395452698,-483253044,-13018891,,-21086258,-191914029,-13409539,-104715244,-25882938,-98768054,-42900053,-51664326,,-79360043,-125937890,-37394224,-3368336,,-35116613,,-5443143,-8070418
2025-03-22,431647170,-1154407053,-122148312,-125879328,-91073210,-349247763,,-15510036,215878,1850148760,-22671213,,-41778584,-25008784,-9660786,,-16561366,-25261454,-3614219,-75292,,-6351262,,-411258,12754213
2025-03-23,-351316040,-26263203,-29250378,6969711,44754631,-833279,,69359365,21564022,-5867593,-12673682,-10788319,-15273294,139889,-2218163,,-22606524,-5739971,-2672328,-89753,,-4693839,,-2669863,663580
2025-03-24,1526261094,338717751,398824032,353472241,341027496,142034737,,-96821368,57475786,21788130,106262375,12025170,94568352,23965147,33784983,,94116655,127430029,30514617,2797628,,28414957,,5552745,196322
2025-03-25,1311448177,175519275,445911950,292777069,382597339,73065780,,74275314,472400966,33180163,38123831,60565748,50337066,13280205,25923212,,66689050,45453784,23898007,1200594,,12288150,,4050469,8267537
2025-03-26,-433435608,-63603257,-1591409017,517728258,-45373636,152240656,,-18956928,-82842641,5692827,-21512137,3304564,7122349,-6966952,1550767,,31437663,10272648,1409676,52411,,-3235993,,-1257860,-474378
2025-03-27,-758664488,-284027110,14480766,-48012542,-122576108,-28019406,,44492357,1135873,-26194772,-20036002,-29759773,-76141664,-9869308,-8790295,,-90671899,-25616455,-4905369,-846433,,-30200888,,732433,6389088
2025-03-28,719003423,-42157385,-155053063,-56995701,-9336319,111692422,,-27287863,-364824322,-6451290,-93192821,-45575025,-16819528,5085690,-3886393,,-15816001,8685060,-6439129,56585,,-223177,,-1998245,-2061231
2025-03-29,-3580925691,-294742278,-637954239,-373972535,-571716525,-145654444,,-110955985,11574510,-5274098,-171866803,-98270712,-69168781,-52196932,-190080238,,-152783279,-137226158,-48034714,-3369023,,-37223448,,-5483170,-19327964
2025-03-30,-2658206963,-278959571,-377287234,-304283567,-337353959,-101679214,,-84021465,-200550361,-25402078,-79500129,-35345469,-76778722,-10725620,-30703562,,-58605136,-108878645,-38282762,-2401044,,-22212007,,-6179161,-18812533
2025-03-31,-1010930061,-134214511,-443741217,-63483541,-176454297,-3118574,,-16987963,-2211094,12539732,-22682897,-13705317,-44801730,-7791983,-14215994,,-33825199,-7308516,-7718728,-539656,,-3460008,,-3466737,-3422251
2025-04-01,-944916319,115107142,-87821380,-36253608,55449232,203762673,,-487736806,-44131343,3433135,18319377,-25470268,53024824,7146642,8240088,,1566351,-7777791,3146556,618506,,-2805760,,798367,8972485
2025-04-02,1994333911,4319766096,690546014,330559440,467672400,116306320,,156987133,121314212,18990136,111584206,50204834,104915416,52097391,34605005,,46380397,141732281,32560199,3115149,,27076077,,5149986,2338829
2025-04-03,-4363930649,-147729672,-423195861,-146440107,-550555106,-141521685,,-98559757,-164660045,-13804858,-203920099,-74972290,-72775316,3861689,-38357257,,-113017901,-129637067,-49504767,-3254097,,-36196934,,-5642540,-19275952
2025-04-04,1450261965,96100288,103128566,-72853559,122788105,-23497122,,113120647,18831226,-7177888,24652809,-9984673,1350339,-113858,2413032,,34690667,38872080,7280267,900279,,8350071,,1420687,7631575
2025-04-05,1095612892,-28700168,-64267289,107470630,66068585,51346025,,131361393,127658080,14385713,8613414,3528893,-92689907,5690969,13934518,,-69797760,20986884,17293247,421633,,14424772,,1880938,7014367
2025-04-06,-516393847,-35319764,10325898,-72090898,-42538088,-30580127,,77049673,-38993289,-6612291,-4372027,-31653790,1987101,2651816,-3658517,,-1335225,-10869878,-5095026,-267621,,761881,,2770964,-8363219
