date,bitvenus,hibt,bitlo,coinsquare,hashkey-global,bitmart,levex,lbank,hotcoin,woo-x,cex.io,probit-global,nonkyc,p2pb2b,exmo,bitomato,nbx,tothemoon,btse,coinw,arkham-exchange,fastex,latoken,tradeogre,grovex
2024-12-13,470481,21798,,-1503950,-807816,-1090088,,,,-9850182,,-596407,-367691,-40843,-38639,-26988,-241130,,-24722,36638,1011930,51229,-39129,,
2024-12-14,3439851,2665,,-516212,1545613,1812045,,,,-818845,,-816409,586255,60552,34270,44097,209662,,24962,10103,-318818,72993,38947,,
2024-12-15,-1063863,-124108,,-1215524,-653551,-1443389,,,,-6175669,,-697786,-103780,-17749,-73073,-11945,48484,,920,117593,-1261410,-8582,-81621,,
2024-12-16,1830950,8471,,1047396,286600,199579,,,,4199566,,-181325,117172,152717,-1086,63693,-191666,,36744,329122,61945,-32595,-2316,,
2024-12-17,-3991285,-162000,,-799426,125897,140519,,,,4042192,,1502607,274010,51066,66200,27595,56188,,57866,542098,-1343209,36765,114816,,
2024-12-18,-396942,-23290,,-167762,-1991163,-390678,,,,-15386771,,-285788,23239,-47995,-23570,-2183,595708,,-1740,-1142621,-1052574,1016400,-194979,,
2024-12-19,-2288489,-27500,,-2709487,949460,-224762,,,,-13560094,,-1833716,-363336,-229531,-126155,-123485,-322972,,-104811,46148,-1398094,-1135211,-332991,,
2024-12-20,-1011577,-2122026,,-2932483,-770974,-2635529,,,,-13603548,,-819296,-1434761,-217813,-161255,-86741,-399088,,-69367,-11064,-837834,36517,-353273,,
2024-12-21,4221148,15228,,3883088,2096049,-146847,,,,4080050,,202439,284880,-1172,5999,11585,25678,,-3160,1777918,57129,21025,62191,,
2024-12-22,-1618259,-31884,,-4801547,-903081,5255,,,,-2729846,,-676931,-331612,-67372,-73921,-324417,-36356,,-5881,-1103666,-453474,-72155,-206487,,
2024-12-23,511788,1677,,-417585,285584,90190,,,,203882,,-228572,16780,-72020,-11148,-32595,303662,,-31343,-373234,-131450,30849,-65790,,
2024-12-24,143625,-94140,,2537748,-86610,2720585,,,,15243504,,2395047,1113576,52846,99396,27852,211854,,-4200,478968,1418009,66343,150339,,
2024-12-25,1912681,8732,,458964,1139770,245186,,,,5788401,,1185786,37938,162385,16493,-329690,-55136,,73667,255087,503150,1527119,99276,,
2024-12-26,-2220599,6628,,-393928,-298119,-74630,,,,-7003921,,-749693,130836,12012,-15879,7832,-172480,,8561,60789,-80489,-1441035,-52766,,
2024-12-27,-822250,-14605,,-1657318,-572986,-474749,,,,-12105612,,-770249,-183215,-207771,-111219,-64699,-97884,,-72747,-164427,-793378,-234840,-262721,,
2024-12-28,-129575,18836,,-7299,-818953,32456673,,,,1866377,,-455909,138272,-54091,9718,-24761,-9140,,-28683,-102904,-201823,1066235,43925,,
2024-12-29,605597,17945,,1331421,738310,199735,,,,6370776,,-188223,561562,72843,58149,22366,84114,,21602,67916,471174,-44396,116775,,
2024-12-30,-1500858,-28382,,-1025221,166074,-157649,,,,-7890444,,-954842,-568744,-79797,-36723,-38843,-330754,,-32823,-97788,-426979,2361035,-101077,,
2024-12-31,-254723,22571,,4408040,-80384,225110,,,,-2524524,,1585596,-70344,-24584,6727,-10934,856802,,-15862,969371,16238,-785002,-60081,,
2025-01-01,-143237,-2007338,,292569,2325139,-698214,,,,-2929264,,-65901,290660,149,5193,13469,-108449,,10181,-728387,-85232,-38456,78358,,
2025-01-02,-1471257,21594,,1167593,36731,94385,,,,5205231,,622672,17480,-60694,23187,24458,305160,,22482,37201,168258,-1781891,85927,,
2025-01-03,5056346,124607,,2246648,-194362,-170051,,,,-2485215,,1325028,126886,134166,87295,40914,13953,,49185,226120,433471,-101771,106380,,
2025-01-04,280845,372221,,3214701,-433447,295568,,,,10002560,,684966,418910,103186,56308,19276,-761090,,23683,52653,433044,-271310,246078,,
2025-01-05,230608,-29473,,-418339,87824,244343,,,,4800394,,-311232,-206335,20969,22674,4158,-22405,,3360,345560,153006,780351,40453,,
2025-01-06,1239331,18264,,-82971,-152735,-119848,,,,-723745,,-91387,-131498,7008,-14300,7684,495146,,6261,-272793,51828,611995,-36736,,
2025-01-07,-1850180,28870,,582204,-33901,11250,,,,3816559,,542064,756033,153596,24418,62444,917907,,71147,109684,385480,-45618,56739,,
2025-01-08,-2541849,272400,,-3671873,-1355130,-1632822,,,,-16916693,,-1312752,-1063635,-320787,-195004,-96239,-1124669,,-104471,-358274,-2206007,-1416255,-445532,,
2025-01-09,19412323,7706,,-1323092,3537037,363349,,,,-11175519,,-630383,-356055,-91031,-38871,-30911,-79129,,-36763,695298,-198718,-267304,-104038,,
2025-01-10,-20197455,-2991,,-1885477,-554500,-425123,,,,-13554641,,-685369,99250,-92619,-64674,-48185,-97089,,-55286,-453441,-597938,175434,-132206,,
2025-01-11,1952813,-357086,,584429,482629,534866,,,,-651548,,174595,55397,164533,38732,41815,52905,,48205,183783,-339108,217949,74364,,
2025-01-12,-403159,389681,,1539796,37718,485986,,,,1806053,,47873,161226,3417,23959,-875,69098,,-1320,448742,159224,-389530,61973,,
2025-01-13,-585248,-20433,,-1171713,-834294,-136550,,,,-6117850,,-587485,-64322,-35946,-38668,-10628,154496,,-11301,61939,-262844,-64476,-105254,,
2025-01-14,-138522,960370,,-835098,-2382542,-2297680,,,,-3288097,,-193945,-55435,-32055,-63058,4468,-45345,,5700,-1435593,-375581,49288,-148585,,
2025-01-15,177091,42193,,1561951,607981,-9184,,,,11030363,,392409,159425,109908,62270,40182,50589,,45265,721420,463387,143,134151,,
2025-01-16,127005,-190653,,3478936,80350,1574265,,,,-10729283,,1619597,662232,205613,130741,60458,104801,,68246,370351,782817,29388,205842,,
2025-01-17,445774,-5190,,964702,-484080,2241,,,,-3501105,,228146,-120018,-48826,-78313,391,-23044,,1341,-791236,-400502,557854,-103439,,
2025-01-18,3937747,-1810537,,1869412,14865,512118,,,,7976142,,1100245,325697,227348,81419,76666,124037,,88048,71490,693132,938628,310176,,
2025-01-19,-2695856,-21770,,3304486,-3602816,-249110,,,,-10191817,,-1202335,-443102,-87740,-132586,-6290,-93154,,-3940,235465,-139242,-1573014,-361297,,
2025-01-20,-3033360,-1244156,,-163804,-718986,-2112717,,,,-9157087,,-1105869,-646736,-153586,-74165,-52579,-102647,,-57385,-515022,-781029,-42234,-206356,,
2025-01-21,3373724,-24577,,-2446631,3356144,2172374,,,,-4343511,,-427634,-83673,78378,54549,731493,-200875,,19582,1180148,-2037198,71409,-666757,,
2025-01-22,-212915,31324,,1946574,-1529454,30827,,,,3384447,,1200194,240003,135885,11048,71293,-327893,,67846,34492,599105,25829,-2709,,
2025-01-23,-1994353,-278,,-61324,-2396378,-1333523,,,,-18647823,,-564751,230403,-99505,-44496,-20468,-55537,,-42404,-729246,-89536,-8871,-95146,,
2025-01-24,20788249,-108326,,-1559423,93006,-472118,,,,-760373,,-113760,-242140,41435,27697,-9999,187294,,8641,-50077,289695,-599,45821,,
2025-01-25,-541223,3591,,131640,434456,-432378,,,,3504918,,-40293,-299973,-50887,3946033,-4764,-166304,,7041,292562,99766,12163,-7615,,
2025-01-26,-19428562,-21142,,508637,794258,-247893,,,,-10616283,,405815,429992,28599,19250,20728,-192415,,12861,-439324,77430,-8490,-112681,,
2025-01-27,-3389634,2626,,-1355393,-559421,290965,,,,3741010,,-654681,-318290,-96394,-46898,-58242,-44175,,-41264,-310390,-245745,48274,-116160,,
2025-01-28,459583,-89947,,-13427585,173419,-177564,,,,-2392649,,-2365505,208865,-82927,-53527,-10103,430478,,-22262,-42747,-437294,103665,-137858,,
2025-01-29,-1371208,-15367,,-250465,-361833,-531159,,,,-4611393,,-2162154,-326128,-50852,-65346,-27972,-10521,,-14602,12422,-500709,-133308,-732034,,
2025-01-30,-125233,63430,,560984,-621501,39529,,,,3449523,,-569885,157547,121808,-2705,59406,44370,,58206,-289627,573535,-11650,-10678,,
2025-01-31,772605,-5561,,4659144,-63697,-606491,,,,2483373,,-75695,123950,73299,70394,19644,89200,,12961,95885,308266,-16851,53537,,
2025-02-01,898301,-12859,,-1268536,121020,120408,,,,-2148727,,1425963,8382,-70501,-9340,-44201,156699,,-48485,297933,-114900,34421,45039,,
2025-02-02,-247774,-10393,,-1890271,-746138,-736075,,,,-4843201,,-1203667,-372346,-124927,-93405,-44001,-54968,,-21162,-248377,-710863,19669,-179173,,
2025-02-03,-4655108,-38648,,-3695114,-873696,-112155,,,,-11906653,,-890821,-790771,-291067,-210968,-150621,-234736,,-78127,144920,-427334,-71464,-883596,,
2025-02-04,4977698,106909,,-1535483,-2020205,342915,,,,6405744,,756611,-109726,234158,247174,114173,539551,,83988,1289017,380335,-54042,-422066,,
2025-02-05,-3550866,-18071,,-462199,-1646395,1194152,,,,-4268057,,-494168,-874860,-181740,-83369,-111439,-168988,,-68947,158303,-1906989,391920,-74925,,
2025-02-06,-8965,-85828,,-171563,-1062004,-163869,,,,449570,,-220216,-50447,-30497,60707,-24561,-200017,,-26703,-1422039,1028382,-266295,-7475,,
2025-02-07,1227719,285561,,-2415178,1193216,-384619,,,,-10769904,,-410804,217713,-57473,-59434,490,70037,,600,435545,-260137,-52705,-44507,,
2025-02-08,-1734239,861,,395522,-132560,96401,,,,2141306,,691269,-74447,-63736,-412948,5899,-103659,,-3320,34179,-69343,1201303,5946,,
2025-02-09,-329084,-2021870,,334977,-150478,653154,,,,3748979,,-126718,657851,804,-3002,33070,74742,,-1440,391001,14147,-190813,43490,,
2025-02-10,2304091,75,,-22453,-15656,-150470,,,,-1853264,,-354447,289977,-12812,13417,10414,6011,,8321,-200816,-941514,-7724,-20038,,
2025-02-11,-2053027,190744,,214649,451590,243307,,,,2894666,,64049,-38329,68335,11489,16577,51837,,9961,-543530,1087380,545119,14642,,
2025-02-12,1048899,-44147,,1166983,-540145,-689809,,,,-1585201,,-204615,408287,-37349,-33597,-2118,50456,,-34644,207282,-363601,7373286,-21407,,
2025-02-13,755943,293988,,261408,3663568,-138321,,,,3716950,,668351,1047930,468624,71624,104854,28380,,43045,-94515,534489,1727466,93178,,
2025-02-14,-926758,-6315,,-488,-168136,-114348,,,,-1278125,,-157688,-648672,-85874,-22039,-61751,-74890,,-24383,-160207,-223685,2783701,-53219,,
2025-02-15,1396942,-46419,,361578,461388,63691,,,,1751476,,328456,1180534,37453,-267044,365,74549,,15662,515865,261894,-255556,20385,,
2025-02-16,-173951,-41642,,-647259,794946,178664,,,,-965411,,-317713,726065,7313,-8503,10705,40661,,2900,-500475,78957,-1403947,-14004,,
2025-02-17,-1276081,-1820,,4043257,-137182,-241714,,,,-647230,,-410786,312756,-67450,-19457,-10142,-48845,,-28663,177304,300537,-955675,-18404,,
2025-02-18,918050,151092,,-582637,-499012,-331201,,,,-40380,,416812,-472806,3635,-60211,-18726,147030,,-9081,-619764,108877,2328789,-9449,,
2025-02-19,-883100,60988,,-1654254,-358219,1158561,,,,-2043631,,-444545,-334352,-47718,-35023,-27310,76163,,-6820,253246,-96097,-306617,-30242,,
2025-02-20,-278486,-55335,,489768,-401243,309570,,,,-137958,,315733,104124,40798,26788,28731,-206889,,23542,18469,379337,-1496926,18255,,
2025-02-21,685327,71265,,1175659,252969,41187,,,,2212997,,-760486,78878,85850,-149229,37088,-23402,,34403,118709,107451,806520,8620,,
2025-02-22,540642,-382046,,-1104826,-641506,-658541,,,,-5808962,,516261,-330586,-61222,-41679,-56059,-66702,,-45804,1010314,75718,-1445099,-34096,,
2025-02-23,476421,-567040,,680532,-182565,334593,,,,5396711,,-155550,602817,76011,47123,38805,15189,,12581,-1111755,1436308,2982501,35094,,
2025-02-24,-640463,9051,,-658962,15880,-180203,,,,729102,,-203755,-250175,9466,21448,-19646,-430,,-7341,469166,-369614,1969,-5832,,
2025-02-25,-1037412,-3278,,-4257456,-671914,-788212,,,,-5753439,,-1145549,-1152379,-313320,-145273,-132152,-177630,,-90749,268643,-2506307,-6564443,-114683,,
2025-02-26,-1759794,-73110,,460792,-1743659,337864,,,,-5603169,,-233799,272141,-133016,194692,-43484,-9019,,-66526,-870580,172780,-9540,16863,,
2025-02-27,-1342120,740724,,-353067,-1025017,-105135,,,,7443163,,41937,-282581,-229310,-62704,-791960,-127090,,-88789,113628,-281963,-2230478,-1920,,
2025-02-28,-71507,-15130,,233708,-295374,-55262,,,,-1476900,,1863428,-130498,2769,-97364,7495,-173549,,10581,-560686,-46875,-1957308,-5530,,
2025-03-01,-976646,-276383,,1160398,-628813,833943,,,,341504,,1190230,-456280,-31511,21389,677043,137709,,-320,1171381,-711651,643426,-17965,,
2025-03-02,115655,259173,,-19856,264276,42726,,,,901509,,-375944,612213,54462,-14089,49608,3352,,30743,-774363,168917,-60828,-11749,,
2025-03-03,3034694,27436,,11083090,639153,50562,,,,5310786,,1732568,304723,438887,147823,160135,757693,,149895,388376,739361,110695,95952,,
2025-03-04,-1490677,294154,,-7142734,-1633589,-997262,,,,-9401787,,-2034244,-1141624,-524622,-58901,-216265,-469948,,-137734,165443,-1605855,2517653,-137385,,
2025-03-05,-641559,-6436,,2503294,788502,424380,,,,-2358869,,133820,191549,85967,-2996449,42710,-6473,,7781,22070,-266394,-3733643,-2421,,
2025-03-06,-546704,-209218,,590293,455125,293283,,,,-693865,,500779,431026,214779,-114327,77038,-26113,,67467,-32614,289254,5797,22217,,
2025-03-07,-3537482,-379828,,-1465720,547509,539968,,,,-3253615,,11730,-13833386,-230649,-15707,-47736,-46408,,-63407,299863,-208705,366870,-3792,,
2025-03-08,924928,-13268,,-541166,-401395,276626,,,,-341989,,-1597098,-680913,148910,-259166,-21214,-226533,,-10601,-46256,-418770,565512,-19722,,
2025-03-09,467073,-96011,,-496096,-1560,-280556,,,,-937344,,-768052,3190,4411,66463,-9166,-1109,,-10081,343393,-10668,-50340,-19419,,
2025-03-10,-1123662,34198,,-3184498,-22188,-336325,,,,-4302536,,-1347688,25713,-323270,-86060,-124997,79366,,-118672,150522,-846026,-45233,-73628,,
2025-03-11,-831993,-114886,,-333560,-1980063,165310,,,,-3652297,,-355441,13382959,-191452,24372,-74239,-66571,,-64986,-736601,-620488,-701963,-32204,,
2025-03-12,-1337379,47021,,-3396745,1127630,188807,,,,-2494425,,863500,-141037,182583,40390,91089,124112,,116131,459114,201309,1470279,57872,,
2025-03-13,1774800,-36524,,251690,-212134,760986,,,,-1553167,,146869,968216,39355,10503,38667,58013,,18002,-650526,-40423,-449639,15411,,
2025-03-14,-1036248,-24442,,-723387,-110993,-513537,,,,-428892,,-86745,343359,-102866,-165812,-30527,-100268,,-48885,620182,-308307,1266034,-1750,,
2025-03-15,24671,-820422,,1753648,21708173,340125,,,,1699658,,897728,120986,92595,88727,58321,922962,,61906,178968,567126,1513954,21965,,
2025-03-16,162297,-103936,,480616,-244521,-60492,,,,1957465,,43393,721284,22162,15733,41487,26493,,1661,-577972,89371,11002,7130,,
2025-03-17,911402,-113173,,-1671840,100199,-343614,,,,-1115331,,-796907,-431634,-87789,-29179,-36221,-117907,,-28123,-78771,-314546,627674,-9234,,
2025-03-18,-1606694,254709,,110354,251448,256389,,,,-72820,,595717,716844,73366,26323,43381,-212724,,19342,680647,86609,6656160,-82944,,
2025-03-19,-594602,-524,,-443813,-369597,316787,,,,2280831,,-43427,-629629,-39366,27204,-26751,27716,,-16562,4004488,12688,1208036,-9899,,
2025-03-20,1446683,-34182,,2554512,717982,-341306,,,,2030205,,-396063,2423,184036,51247,54782,97735,,66147,-4211897,521505,1329914,22301,,
2025-03-21,-92160,23356,,-2097954,-449559,37154,,,,-2792191,,-161541,71820,-132690,-21172,-25526,-65194,,-40804,5186,-437964,-1520034,-7849,,
2025-03-22,-312865,86849,,-407802,-169337,-243560,,,,962798,,284355,134478,-4228,242,-1427106,-75736,,-5941,63981,-231064,-1823077,-18965,,
2025-03-23,-366760,-93313,,-73848,-179434,-292386,,,,671095,,-272411,-251188,5657,3650,-2128,414081,,-3540,10688,-2022,-363647,10614,,
2025-03-24,-372350,4531,,695734,274560,268822,,,,356246,,73488,22307,69331,7140,44407,40881,,51845,133146,184888,-5228,2979,,
2025-03-25,1753320,-533584,,4015011,349476,694752,,,,1190582,,588192,-185124,125691,43950,19614,70788,,18002,302521,225209,-4220997,43273,,
2025-03-26,-435362,4770,,902676,20138,295137,,,,3476487,,363199,29662,-23431,-4733,696040,-16263,,320,-303290,-1892,-1949452,7585,,
2025-03-27,-734988,14227,,-2519275,196303,-1455294,,,,-3518560,,489683,-67440,-49779,183135,-8832,-71810,,-10141,442246,-245400,-3581827,12753,,
2025-03-28,307259,-596146,,-1114503,62637,39059,,,,-766534,,-139906,-19025,-4759,7478,-697679,-5364,,2700,-381546,20799,-1210674,-16132,,
2025-03-29,-953992,137971,,513296,-707310,172607,,29679,,-4990100,,-853226,20260,-155423,11270,-46673,-84160,,-50045,-184210,-133956,460676,-47090,,
2025-03-30,66599,-2615,,-1336196,-2520398,-713302,,-418089,,-1950158,,-634335,-35969,-98492,-49337,-28078,-158909,,-37084,441504,-302366,-9261,-35736,,
2025-03-31,283297,-68879,,-8675,555944,19767,,-302295,,272431,,-458237,-514712,-25720,-59150,-7642,-26281,,-9021,104874,-108320,-33229,-6954,,
2025-04-01,342797,-33712,,1005872,-162880,-1231920,,-32187,,-140760,,775325,-40346,27858,-260773,774856,33144,,8161,-252456,28094,-28813,-890,,
2025-04-02,-665371,-37248,,457906,218112,-257115,,-255425,,833038,,341048,-41688,109606,63949,45137,134834,,48165,644669,824877,427319,18123,,
2025-04-03,-633194,40031,,-1701506,-688101,258935,,742783,,-953851,,-532616,-401382,-146914,-77093,-44423,-136143,,-51645,-151749,-204404,-703634,-37502,,
2025-04-04,-47310,-60576,,403781,-439579,-381894,,49099,86728,-4129166,,364074,-303731,45940,85444,9909,285466,,15421,489486,538201,-396493,3471,,
2025-04-05,872380,38652,,832868,155636,258850,,20564,-252963,306257,,-299972,13166,15093,5462,10507,-30059,,8541,-392640,160248,-117462,267254,,
2025-04-06,-356985,-902296,,-517228,-99454,-186963,,-1056668,-29183,-971537,,58907,54816,-13512,-7312,-3192,-30457,,-4340,170614,-120267,419693,-4916,,
2025-04-07,-1154097,328648,,-3045096,-1095890,-931277,,-1058471,-532879,-3930322,,-1283190,-123419,-320011,-159478,-96566,-284347,,-111751,218703,-1021236,-36587,-87101,,
2025-04-08,622181,-14606,,-462124,134410,56430,,-220510,-634345,-810166,,-187509,2057859,55723,-37222,26065,12511,,30283,-496084,778853,589384,11508,,
2025-04-09,-1780847,187351,,-769462,-262844,-58172,,-818175,73356,-1751779,,-46402,-31636,-140796,-88533,-56516,-154875,,-65567,3182033,300544,729952,-37915,,
2025-04-10,1932665,80178,,4792860,380513,819437,,2259864,354421,5338944,,884566,795847,255528,-945857,111036,262431,,129073,-1016727,1377463,-35484,48152,,
2025-04-11,-241898,3927,,1168744,-321007,-259819,,-690505,180515,-3760971,,-227135,-162054,-42284,-317430,-913832,-192049,,-60686,785500,-521065,-171103,-15922,296428,
2025-04-12,-108460,-300267,,2185201,807538,-63879,,-424705,-149364,3558814,,558290,203926,168302,6,66694,51951,,77928,-217113,447106,-423776,70340,141995,
2025-04-13,525063,180177,,2259013,767047,270439,,331103,-16016,1288148,,-50841,307429,109521,11,33792,125714,,38464,459171,462046,325185,9357,527748,
2025-04-14,-1055966,-229377,,-1105775,-1226131,-164699,,942118,398817,-3050184,,-460331,-342792,-56138,-8,-16044,-49155,,-17842,-3146818,-205611,-8479,714,-125361,
2025-04-15,-290118,764787,,663355,-79728,-157871,,199011,1113939,1835213,,226262,121117,12565,6,5782,31545,,6600,503031,3278,4266026,-37770,172658,
2025-04-16,702605,-136292,,-1032779,-76027,-814,,-576191,-421198,-1990828,,-149283,-159836,-53164,-5,-22645,-56157,,-22902,-1056970,-175959,-3175866,-18295,-184518,
2025-04-17,1202918,377676,,852361,548636,32209,,32881,-186825,-1371917,,-144269,95835,20360,-2,11187,-20557,,9521,581653,56431,1843834,-2093,773,
2025-04-18,1265182,972596,,551839,-370229,87669,,93003,432644,2244365,,522389,186348,28681,0,580081,24626,,15022,-882322,106777,1764126,19573,-242175,
2025-04-19,-1883466,-1355236,,123221,-78537,40567,,-763487,372354,-125998,,328203,114112,-10724,1,-9439,90814,,-10081,218459,1026509,2168760,-3036,-152037,
2025-04-20,-121542,-226844,,952207,-116862,379782,,1669049,261683,153055,,-38182,-2067,39879,4,14981,23830,,15221,-68478,217653,510244,35642,1512057,
2025-04-21,1191084,-71358,,-413276,138237,-120647,,-229423,178498,-1458714,,40472,-80846,44687,3,-1802,32245,,25643,657581,43168,13292,-4209,-117114,
2025-04-22,-956704,-182011,,-308003,-174513,436393,,-1280705,-476437,-606300,,-115016,93554,29043,7157926,41517,15641,,23162,371926,-313673,921442,-8251,-118768,
2025-04-23,1997647,-383432,,3203264,742572,133864,,1680524,-273302,5380741,,583926,737699,314383,355553,103651,21212,,121072,640934,1027549,127769,106895,472294,
2025-04-24,631976,391114,,-1406340,179390,575101,,1755068,-101503,1124410,,449573,-463228,21079,-4240900,-1559,-74621,,-1920,289513,74439,-4522050,-970,-205028,
2025-04-25,-860013,-309381,,396123,147392,355650,,-153120,-419743,-1379459,,-283053,-165763,-52092,-404348,6576,303023,,3900,-694583,-74206,28910,-6302,4926,
2025-04-26,426040,-24624,,-18963,-159089,-193093,,169303,-43695,416872,,-193175,11010,51156,124629,14496,55605,,21942,537008,187225,-1056635,17146,-104309,
2025-04-27,476150,-39178,,-396320,-2653,389644,,92473,-163411,918561,,132159,235649,62559,27180,217,-55347,,1661,-112453,107205,18030,-3117,-206427,
2025-04-28,17516,2630477,,-220193,-321766,-207839,,-1131925,185506,-1712829,,-707113,-177276,-74915,-86287,-21837,-25520,,-22063,-2447384,-332589,24953,-36305,-82108,
2025-04-29,1128674,-940458,,-49383,291177,-17908,,2317953,148441,1722766,,654844,1239244,56866,-3926,26887,6178,,22043,622150,59441,-1498883,26810,382653,
2025-04-30,-1652455,-1058985,,-1349181,-334706,-149199,,-1004147,253955,-866410,,-742973,-474238,283317,-36623,-13515,-398987,,-12462,307206,-125247,340788,-34885,355871,
2025-05-01,14168,472363,,-64419,-341348,318488,,-242588,298132,1492923,,680400,-368489,2556,68368,-1545,-90251,,-1740,396342,-76882,-1318856,4613,188945,
2025-05-02,1112506,663952,,1314211,348170,-83388,,279568,275447,2061576,,-34921,54188,98119,174657,39648,89536,,46345,-118592,341540,-464545,139,369241,
2025-05-03,-97643,22223,,-701191,-1878597,502911,,1952,-152324,-1934138,,682869,82505,19151,32072,6217,9695,,3360,206149,67418,55690,-16028,-79509,
2025-05-04,-844687,33216,,-131903,286813,-788431,,-229509,121579,-1085652,,-467532,-184341,-43922,-11578,-16783,-7991,,-15741,168057,-181728,-921,-47771,-288586,
2025-05-05,-246357,-304186,,-594788,-267466,-4972658,,977692,653264,-1634797,,-338663,-299274,-84789,-42939,-27165,-28041,,-31784,-42243,-235283,40521,-12537,-17033,
2025-05-06,1253239,379595,,-377312,198636,260919,,-110786,271799,-2109063,,-368251,-295192,44286,-119706,6186,37390,,7081,181244,80008,550094,-10620,177998,
2025-05-07,196801,-1205087,,735708,-2222517,311940,,122825,-93485,-3634211,,-130588,268176,73125,-42967,38795,28054,,50385,-1139018,133169,8191814,11653,-335736,
2025-05-08,513395,1004354,,2713770,-354989,-28418,,-162254,385683,-317454,,65435,-224639,2098,-32269,2008,9916,,8681,362482,99370,1831513,-11163,-120326,
2025-05-09,2049146,-92017,,4421956,692325,1687194,,-42467,218107,563544,,705947,1469022,387623,315684,96903,311744,,101750,161677,1557101,-9749353,125788,-283638,
2025-05-10,2112640,11991,,1689867,-278468,999116,,1381356,628640,5015322,,315236,236989,72021,412771,5616,-33177,,6221,756432,-329185,-22128,71259,-298151,
2025-05-11,-1103854,-348507,,1891076,558406,-19564,,379085,116424,5887170,,252417,850991,151293,152952,24105,206457,,34043,-298986,725385,225265,97470,2297162,
2025-05-12,-1966299,-552231,,-1239338,-294976,261441,,-372390,219117,2225763,,-361400,-745749,-68420,-139759,-1075,-68083,,-7320,-801132,-117059,-70434,-43944,-519478,
2025-05-13,-1021434,102715,,-53896,-351630,-455444,,-232673,-172663,-1648864,,302685,1378814,-65016,-1119641,-30279,-443003,,-35404,36184,-264779,1623911,-45895,-45113,
2025-05-14,994859,61856,,1922466,360788,673786,,461571,-8507,9710765,,310103,218865,-136587,120756,26824,341443,,27463,-227641,798109,-1467024,69277,579453,
2025-05-15,-3438868,269846,,257480,-1917491,-589376,,-485022,-63439,-4273114,,847259,-175472,-63086,-67428,-6818,-332831,,-8321,592818,-266295,-799425,-44616,-669952,
2025-05-16,1926309,-1138746,,-2132830,411409,-522298,,-2101035,-638548,-1285475,,-554069,-1144060,-8940,54847,2096,-107113,,4520,-141930,-367468,-130963,-40568,935180,
2025-05-17,-128047,-38486,,-4978891,-288370,123069,,3579953,206419,1612714,,50624,59976,-11962,147033,-5772,145431,,-4560,241085,-56760,578436,-16154,-13836,
2025-05-18,-459813,849491,,-3903385,150859,-291977,,-1429380,145653,-901848,,-343886,-205470,-40176,-71652,-5088,-56905,,-4040,-500502,-282005,-29288,-36848,-416686,
2025-05-19,475875,-153001,,3961391,77362,611073,,37207,-239420,3571909,,99083,335605,70062,305104,31510,-1164,,57445,-463723,143908,51648,43339,392445,
2025-05-20,2688549,-1968741,,-1130545,577817,246401,,261107,224529,-1268439,,-173267,-232079,36394,7205,9345,-78606,,-11441,211401,197317,-192092,-28509,-112750,
2025-05-21,68566,-4631324,,-7527964,375387,192276,,-204289,66747,-1183137,,-105766,-279132,46778,-177542,19071,46790,,22322,-34407,81054,2132904,1580,-151629,
2025-05-22,-671729,1244224,,9688954,172309,349750,,-776013,1127308,1679473,,115788,362296,123334,338159,50061,-14818,,61467,147187,346587,-701412,36970,227616,
2025-05-23,-1353729,-210736,,1469008,294628,1219960,,198460,-93298,3441502,,29740,150107,112417,17463,32201,-40208,,34643,216561,-1284931,-435237,41303,-375263,
2025-05-24,-858559,521958,,-1843757,-783353,-908269,,1301418,-93909,-7025019,,-1206567,-996304,-206065,8819,-70245,-94677,,-82028,-721855,-689543,1410904,-104539,1462354,
2025-05-25,1002378,-273227,,-363979,-148978,-778269,,20380,122263,2318984,,-143232,229974,13188,-46819,1932,-15074,,2260,-112096,-14394,14774,-7757,-298439,
2025-05-26,166056,29268,,662223,-78458,683148,,144362,604250,813070,,-213974,72501,49625,-202556,23392,241750,,27363,-298316,159482,173837,8188,-342928,
2025-05-27,47990,-143716,,22839,-73440,625053,,168315,121509,395091,,113566,-545801,20172,478626,8280,-18900,,9301,73839,94193,-332262,-20854,-413792,
2025-05-28,1335095,1046549,,236353,279904,-1471848,,-435389,254405,-165717,,73176,-827464,17392,-120605,-7792,108570,,-8901,276730,186830,-1150884,-19396,402710,
2025-05-29,-566513,-526596,,-1027832,738037,-405814,,-995929,92925,674135,,-172157,-1103835,-23424,129199,-19395,-135627,,-22783,102833,-20039,658799,-3540,-137337,
2025-05-30,-245757,-591012,,-1661774,-345191,-504458,,-424365,-248950,-3448413,,-401700,-420492,-144284,-195789,-30751,56123,,-36443,85321,-276902,801105,-64127,-452787,
2025-05-31,-740415,-323793,,-2303810,-1123244,-569349,,-591327,-1084207,-664219,,-362231,-645879,-127200,-5308,-34208,-274886,,-44845,36459,-686366,-459125,-50165,-626530,
2025-06-01,1065400,64107,,288400,-195207,70107,,-1276113,1364646,-285323,,-36906,-64790,13950,-48190,7277,12888,,14562,-310090,72227,117581,-1031,-120357,
2025-06-02,-195489,236494,,390709,392819,656002,,2322763,-934538,527857,,47252,885698,46511,10014,16515,13044,,22462,158899,88102,95150,7500,-155564,
