Datetime,Number of ETH 2.0 Deposits
2021-11-21T00:00:00Z,216
2021-11-20T00:00:00Z,190
2021-11-19T00:00:00Z,293
2021-11-18T00:00:00Z,295
2021-11-17T00:00:00Z,255
2021-11-16T00:00:00Z,1371
2021-11-15T00:00:00Z,457
2021-11-14T00:00:00Z,148
2021-11-13T00:00:00Z,116
2021-11-12T00:00:00Z,300
2021-11-11T00:00:00Z,293
2021-11-10T00:00:00Z,249
2021-11-09T00:00:00Z,140
2021-11-08T00:00:00Z,249
2021-11-07T00:00:00Z,266
2021-11-06T00:00:00Z,143
2021-11-05T00:00:00Z,1279
2021-11-04T00:00:00Z,196
2021-11-03T00:00:00Z,248
2021-11-02T00:00:00Z,1022
2021-11-01T00:00:00Z,263
2021-10-31T00:00:00Z,70
2021-10-30T00:00:00Z,1082
2021-10-29T00:00:00Z,647
2021-10-28T00:00:00Z,123
2021-10-27T00:00:00Z,209
2021-10-26T00:00:00Z,167
2021-10-25T00:00:00Z,208
2021-10-24T00:00:00Z,91
2021-10-23T00:00:00Z,139
2021-10-22T00:00:00Z,155
2021-10-21T00:00:00Z,175
2021-10-20T00:00:00Z,140
2021-10-19T00:00:00Z,92
2021-10-18T00:00:00Z,130
2021-10-17T00:00:00Z,97
2021-10-16T00:00:00Z,146
2021-10-15T00:00:00Z,776
2021-10-14T00:00:00Z,191
2021-10-13T00:00:00Z,138
2021-10-12T00:00:00Z,125
2021-10-11T00:00:00Z,163
2021-10-10T00:00:00Z,140
2021-10-09T00:00:00Z,150
2021-10-08T00:00:00Z,152
2021-10-07T00:00:00Z,311
2021-10-06T00:00:00Z,183
2021-10-05T00:00:00Z,1765
2021-10-04T00:00:00Z,161
2021-10-03T00:00:00Z,281
2021-10-02T00:00:00Z,130
2021-10-01T00:00:00Z,132
2021-09-30T00:00:00Z,206
2021-09-29T00:00:00Z,205
2021-09-28T00:00:00Z,611
2021-09-27T00:00:00Z,86
2021-09-26T00:00:00Z,140
2021-09-25T00:00:00Z,231
2021-09-24T00:00:00Z,176
2021-09-23T00:00:00Z,268
2021-09-22T00:00:00Z,421
2021-09-21T00:00:00Z,310
2021-09-20T00:00:00Z,182
2021-09-19T00:00:00Z,148
2021-09-18T00:00:00Z,1112
2021-09-17T00:00:00Z,201
2021-09-16T00:00:00Z,276
2021-09-15T00:00:00Z,299
2021-09-14T00:00:00Z,467
2021-09-13T00:00:00Z,156
2021-09-12T00:00:00Z,174
2021-09-11T00:00:00Z,2081
2021-09-10T00:00:00Z,730
2021-09-09T00:00:00Z,504
2021-09-08T00:00:00Z,609
2021-09-07T00:00:00Z,675
2021-09-06T00:00:00Z,470
2021-09-05T00:00:00Z,2086
2021-09-04T00:00:00Z,196
2021-09-03T00:00:00Z,664
2021-09-02T00:00:00Z,2468
2021-09-01T00:00:00Z,713
2021-08-31T00:00:00Z,317
2021-08-30T00:00:00Z,374
2021-08-29T00:00:00Z,1784
2021-08-28T00:00:00Z,1191
2021-08-27T00:00:00Z,246
2021-08-26T00:00:00Z,225
2021-08-25T00:00:00Z,177
2021-08-24T00:00:00Z,612
2021-08-23T00:00:00Z,901
2021-08-22T00:00:00Z,881
2021-08-21T00:00:00Z,1253
2021-08-20T00:00:00Z,752
2021-08-19T00:00:00Z,2070
2021-08-18T00:00:00Z,3052
2021-08-17T00:00:00Z,2980
2021-08-16T00:00:00Z,444
2021-08-15T00:00:00Z,356
2021-08-14T00:00:00Z,905
2021-08-13T00:00:00Z,530
2021-08-12T00:00:00Z,420
2021-08-11T00:00:00Z,837
2021-08-10T00:00:00Z,801
2021-08-09T00:00:00Z,528
2021-08-08T00:00:00Z,244
2021-08-07T00:00:00Z,373
2021-08-06T00:00:00Z,303
2021-08-05T00:00:00Z,693
2021-08-04T00:00:00Z,914
2021-08-03T00:00:00Z,681
2021-08-02T00:00:00Z,82
2021-08-01T00:00:00Z,318
2021-07-31T00:00:00Z,198
2021-07-30T00:00:00Z,424
2021-07-29T00:00:00Z,227
2021-07-28T00:00:00Z,465
2021-07-27T00:00:00Z,356
2021-07-26T00:00:00Z,34
2021-07-25T00:00:00Z,48
2021-07-24T00:00:00Z,223
2021-07-23T00:00:00Z,815
2021-07-22T00:00:00Z,249
2021-07-21T00:00:00Z,400
2021-07-20T00:00:00Z,295
2021-07-19T00:00:00Z,68
2021-07-18T00:00:00Z,55
2021-07-17T00:00:00Z,422
2021-07-16T00:00:00Z,1126
2021-07-15T00:00:00Z,346
2021-07-14T00:00:00Z,303
2021-07-13T00:00:00Z,375
2021-07-12T00:00:00Z,170
2021-07-11T00:00:00Z,65
2021-07-10T00:00:00Z,173
2021-07-09T00:00:00Z,473
2021-07-08T00:00:00Z,595
2021-07-07T00:00:00Z,380
2021-07-06T00:00:00Z,2913
2021-07-05T00:00:00Z,762
2021-07-04T00:00:00Z,182
2021-07-03T00:00:00Z,227
2021-07-02T00:00:00Z,1092
2021-07-01T00:00:00Z,1117
2021-06-30T00:00:00Z,784
2021-06-29T00:00:00Z,1378
2021-06-28T00:00:00Z,128
2021-06-27T00:00:00Z,59
2021-06-26T00:00:00Z,457
2021-06-25T00:00:00Z,594
2021-06-24T00:00:00Z,522
2021-06-23T00:00:00Z,4191
2021-06-22T00:00:00Z,679
2021-06-21T00:00:00Z,179
2021-06-20T00:00:00Z,706
2021-06-19T00:00:00Z,638
2021-06-18T00:00:00Z,678
2021-06-17T00:00:00Z,932
2021-06-16T00:00:00Z,2040
2021-06-15T00:00:00Z,781
2021-06-14T00:00:00Z,206
2021-06-13T00:00:00Z,724
2021-06-12T00:00:00Z,1061
2021-06-11T00:00:00Z,625
2021-06-10T00:00:00Z,857
2021-06-09T00:00:00Z,1766
2021-06-08T00:00:00Z,600
2021-06-07T00:00:00Z,282
2021-06-06T00:00:00Z,99
2021-06-05T00:00:00Z,483
2021-06-04T00:00:00Z,614
2021-06-03T00:00:00Z,2100
2021-06-02T00:00:00Z,447
2021-06-01T00:00:00Z,261
2021-05-31T00:00:00Z,267
2021-05-30T00:00:00Z,258
2021-05-29T00:00:00Z,845
2021-05-28T00:00:00Z,134
2021-05-27T00:00:00Z,2932
2021-05-26T00:00:00Z,3913
2021-05-25T00:00:00Z,2237
2021-05-24T00:00:00Z,983
2021-05-23T00:00:00Z,1007
2021-05-22T00:00:00Z,1612
2021-05-21T00:00:00Z,840
2021-05-20T00:00:00Z,562
2021-05-19T00:00:00Z,1093
2021-05-18T00:00:00Z,851
2021-05-17T00:00:00Z,1166
2021-05-16T00:00:00Z,302
2021-05-15T00:00:00Z,474
2021-05-14T00:00:00Z,889
2021-05-13T00:00:00Z,1923
2021-05-12T00:00:00Z,1319
2021-05-11T00:00:00Z,687
2021-05-10T00:00:00Z,331
2021-05-09T00:00:00Z,167
2021-05-08T00:00:00Z,903
2021-05-07T00:00:00Z,2717
2021-05-06T00:00:00Z,885
2021-05-05T00:00:00Z,2485
2021-05-04T00:00:00Z,1568
2021-05-03T00:00:00Z,903
2021-05-02T00:00:00Z,199
2021-05-01T00:00:00Z,975
2021-04-30T00:00:00Z,253
2021-04-29T00:00:00Z,857
2021-04-28T00:00:00Z,562
2021-04-27T00:00:00Z,903
2021-04-26T00:00:00Z,694
2021-04-25T00:00:00Z,336
2021-04-24T00:00:00Z,406
2021-04-23T00:00:00Z,438
2021-04-22T00:00:00Z,501
2021-04-21T00:00:00Z,611
2021-04-20T00:00:00Z,506
2021-04-19T00:00:00Z,266
2021-04-18T00:00:00Z,114
2021-04-17T00:00:00Z,289
2021-04-16T00:00:00Z,298
2021-04-15T00:00:00Z,806
2021-04-14T00:00:00Z,209
2021-04-13T00:00:00Z,251
2021-04-12T00:00:00Z,614
2021-04-11T00:00:00Z,391
2021-04-10T00:00:00Z,373
2021-04-09T00:00:00Z,138
2021-04-08T00:00:00Z,210
2021-04-07T00:00:00Z,1061
2021-04-06T00:00:00Z,378
2021-04-05T00:00:00Z,319
2021-04-04T00:00:00Z,549
2021-04-03T00:00:00Z,1160
2021-04-02T00:00:00Z,467
2021-04-01T00:00:00Z,249
2021-03-31T00:00:00Z,151
2021-03-30T00:00:00Z,304
2021-03-29T00:00:00Z,180
2021-03-28T00:00:00Z,158
2021-03-27T00:00:00Z,401
2021-03-26T00:00:00Z,119
2021-03-25T00:00:00Z,153
2021-03-24T00:00:00Z,258
2021-03-23T00:00:00Z,132
2021-03-22T00:00:00Z,101
2021-03-21T00:00:00Z,77
2021-03-20T00:00:00Z,117
2021-03-19T00:00:00Z,211
2021-03-18T00:00:00Z,253
2021-03-17T00:00:00Z,202
2021-03-16T00:00:00Z,166
2021-03-15T00:00:00Z,80
2021-03-14T00:00:00Z,838
2021-03-13T00:00:00Z,216
2021-03-12T00:00:00Z,283
2021-03-11T00:00:00Z,176
2021-03-10T00:00:00Z,517
2021-03-09T00:00:00Z,547
2021-03-08T00:00:00Z,456
2021-03-07T00:00:00Z,363
2021-03-06T00:00:00Z,163
2021-03-05T00:00:00Z,1452
2021-03-04T00:00:00Z,332
2021-03-03T00:00:00Z,210
2021-03-02T00:00:00Z,419
2021-03-01T00:00:00Z,356
2021-02-28T00:00:00Z,131
2021-02-27T00:00:00Z,240
2021-02-26T00:00:00Z,588
2021-02-25T00:00:00Z,1540
2021-02-24T00:00:00Z,915
2021-02-23T00:00:00Z,141
2021-02-22T00:00:00Z,542
2021-02-21T00:00:00Z,389
2021-02-20T00:00:00Z,288
2021-02-19T00:00:00Z,303
2021-02-18T00:00:00Z,775
2021-02-17T00:00:00Z,987
2021-02-16T00:00:00Z,252
2021-02-15T00:00:00Z,223
2021-02-14T00:00:00Z,585
2021-02-13T00:00:00Z,144
2021-02-12T00:00:00Z,586
2021-02-11T00:00:00Z,362
2021-02-10T00:00:00Z,1076
2021-02-09T00:00:00Z,574
2021-02-08T00:00:00Z,203
2021-02-07T00:00:00Z,495
2021-02-06T00:00:00Z,356
2021-02-05T00:00:00Z,239
2021-02-04T00:00:00Z,175
2021-02-03T00:00:00Z,699
2021-02-02T00:00:00Z,425
2021-02-01T00:00:00Z,240
2021-01-31T00:00:00Z,349
2021-01-30T00:00:00Z,184
2021-01-29T00:00:00Z,466
2021-01-28T00:00:00Z,358
2021-01-27T00:00:00Z,203
2021-01-26T00:00:00Z,256
2021-01-25T00:00:00Z,224
2021-01-24T00:00:00Z,418
2021-01-23T00:00:00Z,582
2021-01-22T00:00:00Z,360
2021-01-21T00:00:00Z,114
2021-01-20T00:00:00Z,2256
2021-01-19T00:00:00Z,3508
2021-01-18T00:00:00Z,1654
2021-01-17T00:00:00Z,205
2021-01-16T00:00:00Z,538
2021-01-15T00:00:00Z,387
2021-01-14T00:00:00Z,1395
2021-01-13T00:00:00Z,848
2021-01-12T00:00:00Z,832
2021-01-11T00:00:00Z,1422
2021-01-10T00:00:00Z,376
2021-01-09T00:00:00Z,491
2021-01-08T00:00:00Z,844
2021-01-07T00:00:00Z,599
2021-01-06T00:00:00Z,779
2021-01-05T00:00:00Z,631
2021-01-04T00:00:00Z,1145
2021-01-03T00:00:00Z,260
2021-01-02T00:00:00Z,399
2021-01-01T00:00:00Z,412
2020-12-31T00:00:00Z,652
2020-12-30T00:00:00Z,767
2020-12-29T00:00:00Z,424
2020-12-28T00:00:00Z,1012
2020-12-27T00:00:00Z,1313
2020-12-26T00:00:00Z,361
2020-12-25T00:00:00Z,346
2020-12-24T00:00:00Z,343
2020-12-23T00:00:00Z,2594
2020-12-22T00:00:00Z,4134
2020-12-21T00:00:00Z,3017
2020-12-20T00:00:00Z,2045
2020-12-19T00:00:00Z,2116
2020-12-18T00:00:00Z,568
2020-12-17T00:00:00Z,631
2020-12-16T00:00:00Z,559
2020-12-15T00:00:00Z,634
2020-12-14T00:00:00Z,642
2020-12-13T00:00:00Z,800
2020-12-12T00:00:00Z,776
2020-12-11T00:00:00Z,1186
2020-12-10T00:00:00Z,1872
2020-12-09T00:00:00Z,1325
2020-12-08T00:00:00Z,2549
2020-12-07T00:00:00Z,1419
2020-12-06T00:00:00Z,1039
2020-12-05T00:00:00Z,1272
2020-12-04T00:00:00Z,2398
2020-12-03T00:00:00Z,467
2020-12-02T00:00:00Z,2290
2020-12-01T00:00:00Z,1248
2020-11-30T00:00:00Z,820
2020-11-29T00:00:00Z,502
2020-11-28T00:00:00Z,684
2020-11-27T00:00:00Z,815
2020-11-26T00:00:00Z,1129
2020-11-25T00:00:00Z,1096
2020-11-24T00:00:00Z,7628
2020-11-23T00:00:00Z,5539
2020-11-22T00:00:00Z,1460
2020-11-21T00:00:00Z,2750
2020-11-20T00:00:00Z,1283
2020-11-19T00:00:00Z,89
2020-11-18T00:00:00Z,121
2020-11-17T00:00:00Z,69
2020-11-16T00:00:00Z,170
2020-11-15T00:00:00Z,379
2020-11-14T00:00:00Z,537
2020-11-13T00:00:00Z,113
2020-11-12T00:00:00Z,66
2020-11-11T00:00:00Z,151
2020-11-10T00:00:00Z,104
2020-11-09T00:00:00Z,51
2020-11-08T00:00:00Z,127
2020-11-07T00:00:00Z,118
2020-11-06T00:00:00Z,238
2020-11-05T00:00:00Z,652
2020-11-04T00:00:00Z,367
2020-11-03T00:00:00Z,0
