name,symbol,pegType,pegMechanism,circulating,circulatingPrevDay,circulatingPrevWeek,circulatingPrevMonth,chains,price
Zunami USD,zunUSD,peggedUSD,crypto-backed,"{""peggedUSD"":303360.74462047446}","{""peggedUSD"":303360.74462047446}","{""peggedUSD"":303360.74462047446}","{""peggedUSD"":303360.74462047446}",Ethereum,1.00000298439288
UXD Stablecoin,UXD,peggedUSD,algorithmic,"{""peggedUSD"":298551.9860074318}","{""peggedUSD"":298551.9860074318}","{""peggedUSD"":298551.9860074318}","{""peggedUSD"":298551.98600843525}",Solana,1.0034679719802708
Vesta Stable,VST,peggedUSD,crypto-backed,"{""peggedUSD"":253965.76211333912}","{""peggedUSD"":251622.28753698122}","{""peggedUSD"":251622.28753698122}","{""peggedUSD"":254524.74927831985}",Arbitrum,1.00000298439288
mkUSD,mkUSD,peggedUSD,crypto-backed,"{""peggedUSD"":245476.55740506074}","{""peggedUSD"":245476.55740506074}","{""peggedUSD"":245476.55740506074}","{""peggedUSD"":245476.55740506074}",Ethereum,1.0010153427591697
USDT+,USDT+,peggedUSD,crypto-backed,"{""peggedUSD"":238579.08848098238}","{""peggedUSD"":238579.08848098238}","{""peggedUSD"":238578.1395614515}","{""peggedUSD"":238114.68845628155}","Arbitrum, BSC, Linea",1.0002619779476816
EBUSD,EBUSD,peggedUSD,crypto-backed,"{""peggedUSD"":236136.82547496728}","{""peggedUSD"":238328.37847544227}","{""peggedUSD"":251138.90166630544}","{""peggedUSD"":272557.50913676864}","Ethereum, Plasma",0.9944504708988369
USDtez,USDTZ,peggedUSD,fiat-backed,"{""peggedUSD"":235074.5924727372}","{""peggedUSD"":235074.5924727372}","{""peggedUSD"":235074.5924727372}","{""peggedUSD"":235074.5924727372}",Tezos,0.9521997667851081
USDCB,USDCB,peggedUSD,fiat-backed,"{""peggedUSD"":225200.67208527657}","{""peggedUSD"":225200.67208527657}","{""peggedUSD"":225200.67208527657}","{""peggedUSD"":225200.67208527657}",Rootstock,1.00000298439288
BAI Stablecoin,BAI,peggedUSD,crypto-backed,"{""peggedUSD"":223986.26654401896}","{""peggedUSD"":223986.26654401896}","{""peggedUSD"":223986.26654401896}","{""peggedUSD"":223986.26654401896}",Astar,0.9751483545143035
SigmaUSD,SIGUSD,peggedUSD,algorithmic,"{""peggedUSD"":209909.1864496119}","{""peggedUSD"":209909.1864496119}","{""peggedUSD"":209909.1864496119}","{""peggedUSD"":212065.90288608187}",Ergo,1.00000298439288
Reserve,RSV,peggedUSD,crypto-backed,"{""peggedUSD"":206103.29222748565}","{""peggedUSD"":206103.29222748565}","{""peggedUSD"":206154.77557506776}","{""peggedUSD"":206819.46395323015}","Ethereum, Gnosis",1.00000298439288
STBL,STBL,peggedUSD,crypto-backed,"{""peggedUSD"":199915.893803}","{""peggedUSD"":199915.893803}","{""peggedUSD"":199915.893803}","{""peggedUSD"":199975.563051}",Algorand,
litUSD,litUSD,peggedUSD,fiat-backed,"{""peggedUSD"":197809.79034036808}","{""peggedUSD"":197809.79034036808}","{""peggedUSD"":197809.79034036808}","{""peggedUSD"":197807.69033410086}",Ethereum,1.00000298439288
bitSmiley USD,bitUSD,peggedUSD,crypto-backed,"{""peggedUSD"":197278.52730059333}","{""peggedUSD"":197278.52730059333}","{""peggedUSD"":197278.52730059333}","{""peggedUSD"":197278.52730059333}",Bitlayer,1.00000298439288
iAUSD,IAUSD,peggedUSD,crypto-backed,"{""peggedUSD"":183633.92280013618}","{""peggedUSD"":183633.92280013618}","{""peggedUSD"":181333.91593603254}","{""peggedUSD"":137686.50730740576}",Solana,1.00000298439288
HEX Dollar Coin,HEXDC,peggedUSD,crypto-backed,"{""peggedUSD"":180594.38349509187}","{""peggedUSD"":190133.8832411237}","{""peggedUSD"":225016.54369869977}","{""peggedUSD"":304807.28195640974}",PulseChain,1.0527194162448013
USDLemma,USDL,peggedUSD,algorithmic,"{""peggedUSD"":175116.34359631286}","{""peggedUSD"":175116.34359631286}","{""peggedUSD"":175116.34359631286}","{""peggedUSD"":175116.34359631286}","Arbitrum, OP Mainnet",1.00000298439288
Savvy USD,SVUSD,peggedUSD,fiat-backed,"{""peggedUSD"":173772.81960098472}","{""peggedUSD"":173772.81960098472}","{""peggedUSD"":173772.81960098472}","{""peggedUSD"":173772.81960098472}",Arbitrum,1.00000298439288
aUSD Seed,aSEED,peggedUSD,crypto-backed,"{""peggedUSD"":168549.78779256038}","{""peggedUSD"":168549.78779256038}","{""peggedUSD"":168549.78779256038}","{""peggedUSD"":168653.87898285227}","Karura, Acala",0.06213680657269949
USD Balance,USDB,peggedUSD,algorithmic,"{""peggedUSD"":147529.85324077716}","{""peggedUSD"":147529.85324077716}","{""peggedUSD"":147529.85324077716}","{""peggedUSD"":147529.85324077716}",Fantom,1.00000298439288
Quill USD,USDQ,peggedUSD,crypto-backed,"{""peggedUSD"":132307.89839452127}","{""peggedUSD"":132307.89839452127}","{""peggedUSD"":132277.73293853083}","{""peggedUSD"":132096.37927982007}",Scroll,
Davos Protocol,DUSD,peggedUSD,crypto-backed,"{""peggedUSD"":130269.1749371778}","{""peggedUSD"":130269.1749371778}","{""peggedUSD"":130269.1749371778}","{""peggedUSD"":130255.56860831672}","Polygon, Ethereum, BSC, Arbitrum, OP Mainnet",
USDFC,USDFC,peggedUSD,crypto-backed,"{""peggedUSD"":126829.57193871117}","{""peggedUSD"":126829.57193871117}","{""peggedUSD"":126829.57193871117}","{""peggedUSD"":185163.4293838313}",Filecoin,1.0658628976466245
USE,USE,peggedUSD,algorithmic,"{""peggedUSD"":125084.99830166424}","{""peggedUSD"":122565.99078397857}","{""peggedUSD"":119188.23070344553}","{""peggedUSD"":117772.2264775452}",Ergo,1.00000298439288
High Yield USD,HYUSD,peggedUSD,algorithmic,"{""peggedUSD"":121639.31116512907}","{""peggedUSD"":121639.32518374287}","{""peggedUSD"":121747.78016725383}","{""peggedUSD"":127973.24568366048}","Base, Ethereum",1.00000298439288
peg-eUSD,peUSD,peggedUSD,crypto-backed,"{""peggedUSD"":109673.0179281801}","{""peggedUSD"":109673.0179281801}","{""peggedUSD"":109880.89535144992}","{""peggedUSD"":115498.6461562043}","Ethereum, Arbitrum",1.00000298439288
VDollar Finance,VUSD,peggedUSD,crypto-backed,"{""peggedUSD"":109466.43584476323}","{""peggedUSD"":109466.43584476323}","{""peggedUSD"":109408.26166114911}","{""peggedUSD"":112545.1799768064}","Hemi, Ethereum, Base",1.00000298439288
TheStandard USD,USDS,peggedUSD,crypto-backed,"{""peggedUSD"":100771.7492615901}","{""peggedUSD"":100771.7492615901}","{""peggedUSD"":100771.7492615901}","{""peggedUSD"":100771.7492615901}",Arbitrum,
Sable Coin,USDS,peggedUSD,crypto-backed,"{""peggedUSD"":97260.82279576221}","{""peggedUSD"":97260.82279576221}","{""peggedUSD"":97260.82279576221}","{""peggedUSD"":97260.82279576221}","BSC, Base",1.00000298439288
eUSD,EUSD,peggedUSD,crypto-backed,"{""peggedUSD"":96871.09861304623}","{""peggedUSD"":96871.09861304623}","{""peggedUSD"":96871.09861304623}","{""peggedUSD"":97435.79782711243}",Ethereum,
STAR,STAR,peggedUSD,crypto-backed,"{""peggedUSD"":85976.96821279137}","{""peggedUSD"":86446.01942619961}","{""peggedUSD"":90994.5975992544}","{""peggedUSD"":95718.86696378412}","Base, Polygon, Arbitrum",
Magma Wen,WEN,peggedUSD,crypto-backed,"{""peggedUSD"":83258.82262321339}","{""peggedUSD"":83258.82262321339}","{""peggedUSD"":83258.82262321339}","{""peggedUSD"":83258.82262321339}",IoTeX,1.00000298439288
USDJ,USDJ,peggedUSD,crypto-backed,"{""peggedUSD"":81208.45159316558}","{""peggedUSD"":81208.45159316558}","{""peggedUSD"":81208.45159316558}","{""peggedUSD"":80481.6347352418}",Tron,0.04701527106096286
HYDT,HYDT,peggedUSD,algorithmic,"{""peggedUSD"":79032.31251801939}","{""peggedUSD"":79032.31251801939}","{""peggedUSD"":79032.31251801939}","{""peggedUSD"":79032.31251801939}",BSC,0.8846225805411569
arUSD,ARUSD,peggedUSD,crypto-backed,"{""peggedUSD"":78372.09522506922}","{""peggedUSD"":78372.09522506922}","{""peggedUSD"":78372.09522506922}","{""peggedUSD"":78372.09522506922}",Avalanche,1.00000298439288
Mynth MyUSD,MyUSD,peggedUSD,algorithmic,"{""peggedUSD"":68571.5237137564}","{""peggedUSD"":68571.5237137564}","{""peggedUSD"":68571.5237137564}","{""peggedUSD"":68571.5237137564}",Cardano,1.00000298439288
Stabl.fi Cash,CASH,peggedUSD,crypto-backed,"{""peggedUSD"":61509.032059371726}","{""peggedUSD"":61509.032059371726}","{""peggedUSD"":61509.032059371726}","{""peggedUSD"":61509.032059371726}",Polygon,0.8721952345450175
Coinshift,csUSDL,peggedUSD,crypto-backed,"{""peggedUSD"":61023.83775814145}","{""peggedUSD"":61023.83775814145}","{""peggedUSD"":62675.47564428575}","{""peggedUSD"":63862.390599402504}",Ethereum,1.0562127861178525
NonDollar,USDA+,peggedUSD,crypto-backed,"{""peggedUSD"":57052.36562416561}","{""peggedUSD"":70717.01722773285}","{""peggedUSD"":57232.576188983134}","{""peggedUSD"":66486.55628841303}","Base, OP Mainnet",1.00000298439288
Ethos Reserve Note,ERN,peggedUSD,crypto-backed,"{""peggedUSD"":56652.404562764845}","{""peggedUSD"":56701.6508742766}","{""peggedUSD"":56824.766653055995}","{""peggedUSD"":57809.6928832911}",OP Mainnet,0.9849262302351144
XBANKING USDE,USDE,peggedUSD,crypto-backed,"{""peggedUSD"":49147.574013545}","{""peggedUSD"":49147.574013545}","{""peggedUSD"":49147.574013545}","{""peggedUSD"":49147.574013545}",Solana,
Redeemable USD,RUSD,peggedUSD,fiat-backed,"{""peggedUSD"":38701.83500113612}","{""peggedUSD"":38701.83500113612}","{""peggedUSD"":38701.83500113612}","{""peggedUSD"":38701.83500113612}",Cardano,1.00000298439288
Move Dollar,MOD,peggedUSD,crypto-backed,"{""peggedUSD"":38445.53644423577}","{""peggedUSD"":38445.53644423577}","{""peggedUSD"":38445.53644423577}","{""peggedUSD"":38445.53644423577}",Aptos,0.9992739100872035
Hedge USD,USH,peggedUSD,crypto-backed,"{""peggedUSD"":38371.392895647}","{""peggedUSD"":38371.392896151}","{""peggedUSD"":38371.392904045}","{""peggedUSD"":38285.160596592}",Solana,
Coin98 Dollar,CUSD,peggedUSD,crypto-backed,"{""peggedUSD"":37511.37696535151}","{""peggedUSD"":37511.37696535151}","{""peggedUSD"":37511.37696535151}","{""peggedUSD"":37511.47293235151}","BSC, Solana, Ethereum",
Hyperstable USD,USH,peggedUSD,crypto-backed,"{""peggedUSD"":35925.361595027105}","{""peggedUSD"":37166.72968214861}","{""peggedUSD"":37180.32704384365}","{""peggedUSD"":37425.418099646726}",Hyperliquid L1,1.1342470155324424
KEI Stablecoin,KEI,peggedUSD,crypto-backed,"{""peggedUSD"":34272.78662596541}","{""peggedUSD"":34270.610545709234}","{""peggedUSD"":34850.24960763109}","{""peggedUSD"":42593.55656465413}",Hyperliquid L1,1.1453053979882637
Bytecash,BYC,peggedUSD,crypto-backed,"{""peggedUSD"":30444.098856880715}","{""peggedUSD"":31015.31056159577}","{""peggedUSD"":55526.17271141994}","{""peggedUSD"":57420.641365241834}",Chia,1.00000298439288
btcUSD,btcUSD,peggedUSD,crypto-backed,"{""peggedUSD"":29514.7955429799}","{""peggedUSD"":29514.7955429799}","{""peggedUSD"":29514.7955429799}","{""peggedUSD"":29514.7955429799}",Ethereum,1.00000298439288
Parallel USD,PAUSD,peggedUSD,crypto-backed,"{""peggedUSD"":28694.44554265508}","{""peggedUSD"":28694.44554265508}","{""peggedUSD"":28694.44554265508}","{""peggedUSD"":28194.850755805528}","Ethereum, Polygon",1.00000298439288
Moremoney USD,MONEY,peggedUSD,crypto-backed,"{""peggedUSD"":28633.425671004432}","{""peggedUSD"":28633.425671004432}","{""peggedUSD"":28633.425671004432}","{""peggedUSD"":28633.425671004432}",Avalanche,0.828652838749001
CLever USD,clevUSD,peggedUSD,crypto-backed,"{""peggedUSD"":27117.32405353598}","{""peggedUSD"":27117.32405353598}","{""peggedUSD"":27117.32405353598}","{""peggedUSD"":27257.840497722205}",Ethereum,1.00000298439288
ARYZE eUSD,eUSD,peggedUSD,fiat-backed,"{""peggedUSD"":26708.202522110598}","{""peggedUSD"":26708.202522110598}","{""peggedUSD"":26708.202522110598}","{""peggedUSD"":18547.7307021528}","Polygon, BSC, Ethereum",
BaoUSD,BAOUSD,peggedUSD,crypto-backed,"{""peggedUSD"":25185.451388731824}","{""peggedUSD"":25185.451388731824}","{""peggedUSD"":34025.47777076488}","{""peggedUSD"":29558.138536110633}",Ethereum,1.00000298439288
Chi USC,USC,peggedUSD,crypto-backed,"{""peggedUSD"":21817.982082567407}","{""peggedUSD"":21817.982082567407}","{""peggedUSD"":21817.982082567407}","{""peggedUSD"":21817.982082567407}",Ethereum,1.00000298439288
BOB,BOB,peggedUSD,crypto-backed,"{""peggedUSD"":21450.681603908317}","{""peggedUSD"":21455.588100029992}","{""peggedUSD"":21441.574212900705}","{""peggedUSD"":21491.649380403007}","Polygon, Ethereum, Arbitrum, BSC, OP Mainnet",1.0004805283261744
UNO,UNO,peggedUSD,fiat-backed,"{""peggedUSD"":18884.085108634663}","{""peggedUSD"":18884.085108634663}","{""peggedUSD"":18884.085108634663}","{""peggedUSD"":18408.38465271579}",StarkNet,1.094030294141056
Classic USD,USC,peggedUSD,fiat-backed,"{""peggedUSD"":18360.68062}","{""peggedUSD"":18360.68062}","{""peggedUSD"":18360.68062}","{""peggedUSD"":18445.75062}","EthereumClassic, Polygon",
Revenue Generating USD,rgUSD,peggedUSD,crypto-backed,"{""peggedUSD"":18195.308079347375}","{""peggedUSD"":18195.308079347375}","{""peggedUSD"":18195.308079347375}","{""peggedUSD"":18195.308079347375}","Ethereum, Base, Arbitrum",1.00000298439288
DAI+,DAI+,peggedUSD,crypto-backed,"{""peggedUSD"":18096.267911180126}","{""peggedUSD"":18096.267911180126}","{""peggedUSD"":18096.267911180126}","{""peggedUSD"":18109.569849343658}","Base, Arbitrum, OP Mainnet",
Dyad,DYAD,peggedUSD,crypto-backed,"{""peggedUSD"":16644.631395030392}","{""peggedUSD"":16644.631395030392}","{""peggedUSD"":16644.631395030392}","{""peggedUSD"":16644.631395030392}",Ethereum,
Whale Asset Dollar,WAD,peggedUSD,crypto-backed,"{""peggedUSD"":15437.440602500325}","{""peggedUSD"":16328.076072998549}","{""peggedUSD"":10528.898609776268}","{""peggedUSD"":10819.024475623253}",Algorand,1.00000298439288
GAI Stablecoin,GAI,peggedUSD,crypto-backed,"{""peggedUSD"":14299.09247825908}","{""peggedUSD"":14299.09247825908}","{""peggedUSD"":14299.09247825908}","{""peggedUSD"":14299.09247825908}",Manta,1.00000298439288
PrismaLRT Ultra,ULTRA,peggedUSD,crypto-backed,"{""peggedUSD"":12914.57299334731}","{""peggedUSD"":12914.57299334731}","{""peggedUSD"":12914.57299334731}","{""peggedUSD"":12914.57299334731}",Ethereum,1.00000298439288
Mead,MEAD,peggedUSD,crypto-backed,"{""peggedUSD"":12875.551420325428}","{""peggedUSD"":12875.551420325428}","{""peggedUSD"":12875.551420325428}","{""peggedUSD"":15559.456235759717}",Berachain,
Fuse Dollar V3,FUSD,peggedUSD,crypto-backed,"{""peggedUSD"":12270.34615412407}","{""peggedUSD"":11959.404474414574}","{""peggedUSD"":12234.818748374126}","{""peggedUSD"":13692.918259593198}",Fuse,0.9911739725304666
Dackie USD,DCKUSD,peggedUSD,algorithmic,"{""peggedUSD"":11158.84509127845}","{""peggedUSD"":11158.84509127845}","{""peggedUSD"":11158.84509127845}","{""peggedUSD"":11158.84509127845}",Base,1.00000298439288
Arche Protocol MSD,MSD,peggedUSD,crypto-backed,"{""peggedUSD"":10821.0890382847}","{""peggedUSD"":10821.0890382847}","{""peggedUSD"":10821.0890382847}","{""peggedUSD"":10821.0890382847}",Movement,1.00000298439288
Offshift anonUSD,ANONUSD,peggedUSD,algorithmic,"{""peggedUSD"":10802.878970483302}","{""peggedUSD"":10802.878970483302}","{""peggedUSD"":10802.878970483302}","{""peggedUSD"":10802.878970483302}",Ethereum,1.00000298439288
Deuterium,d2O,peggedUSD,crypto-backed,"{""peggedUSD"":10207.587788473606}","{""peggedUSD"":10207.587788473606}","{""peggedUSD"":10207.587788473606}","{""peggedUSD"":10207.587788473606}","Moonbeam, Ethereum",1.00000298439288
Orki USD,USDK,peggedUSD,crypto-backed,"{""peggedUSD"":9903.780841503352}","{""peggedUSD"":9903.780841503352}","{""peggedUSD"":9903.780841503352}","{""peggedUSD"":9887.756833457554}",Swellchain,1.00000298439288
Fixed Income Asset Token,FIAT,peggedUSD,crypto-backed,"{""peggedUSD"":7606.809850720918}","{""peggedUSD"":7606.809850720918}","{""peggedUSD"":7606.809850720918}","{""peggedUSD"":7606.809850720918}",Ethereum,1.00000298439288
Interest Protocol,USDI,peggedUSD,crypto-backed,"{""peggedUSD"":6991.075760216238}","{""peggedUSD"":6942.497988880924}","{""peggedUSD"":6844.463315233816}","{""peggedUSD"":19766.255150698635}",Ethereum,1.00000298439288
PUSd,PUSD,peggedUSD,crypto-backed,"{""peggedUSD"":6646.109260649481}","{""peggedUSD"":6646.109260649481}","{""peggedUSD"":6646.109260649481}","{""peggedUSD"":6646.109260649481}",Ethereum,1.00000298439288
Jigsaw USD,JUSD,peggedUSD,crypto-backed,"{""peggedUSD"":6428.882148465599}","{""peggedUSD"":6428.882148465599}","{""peggedUSD"":6428.882148465599}","{""peggedUSD"":6428.882148465599}",Ethereum,
KNOX Dollar,KNOX,peggedUSD,crypto-backed,"{""peggedUSD"":5589.635159622081}","{""peggedUSD"":5589.635159622081}","{""peggedUSD"":5589.635159622081}","{""peggedUSD"":5589.635159622081}",Arbitrum,
Nexus,NEX,peggedUSD,algorithmic,"{""peggedUSD"":5184.115026389802}","{""peggedUSD"":5184.115026389802}","{""peggedUSD"":5184.115026389802}","{""peggedUSD"":5184.115026389802}","Ethereum, Arbitrum",1.00000298439288
TREN Debt Token,XY,peggedUSD,crypto-backed,"{""peggedUSD"":4579.18611539591}","{""peggedUSD"":4579.18611539591}","{""peggedUSD"":4579.18611539591}","{""peggedUSD"":4579.18611539591}",Arbitrum,1.00000298439288
Gaming XP USD,xpUSD,peggedUSD,fiat-backed,"{""peggedUSD"":3923.6817097728112}","{""peggedUSD"":3923.6817097728112}","{""peggedUSD"":43959.7211926874}","{""peggedUSD"":114610.21204088001}","Ethereum, Avalanche",1.00000298439288
USDi,USDI,peggedUSD,crypto-backed,"{""peggedUSD"":3743.118192099733}","{""peggedUSD"":3743.118192099733}","{""peggedUSD"":3743.118192099733}","{""peggedUSD"":3743.118192099733}",Ethereum,1.00000298439288
Asymmetry USDaf,USDaf,peggedUSD,crypto-backed,"{""peggedUSD"":2960.205741076288}","{""peggedUSD"":2960.205741076288}","{""peggedUSD"":2960.205741076288}","{""peggedUSD"":2960.205741076288}",Ethereum,
Parabol USD,paraUSD,peggedUSD,fiat-backed,"{""peggedUSD"":2032.2702654027976}","{""peggedUSD"":2032.2702654027976}","{""peggedUSD"":2032.2702654027976}","{""peggedUSD"":2032.2702654027976}",Base,
Uncap USD,USDU,peggedUSD,crypto-backed,"{""peggedUSD"":1222.8499040716763}","{""peggedUSD"":1222.8499040716763}","{""peggedUSD"":2157.371398320698}","{""peggedUSD"":53620.37707042004}",StarkNet,1.0014065189516446
USD Stable Colb,SCB,peggedUSD,fiat-backed,"{""peggedUSD"":821.2403615713243}","{""peggedUSD"":821.2403615713243}","{""peggedUSD"":821.2403615713243}","{""peggedUSD"":821.2403615713243}",Polygon,1.00000298439288
PSY,sLSD,peggedUSD,crypto-backed,"{""peggedUSD"":404.00120569472347}","{""peggedUSD"":404.00120569472347}","{""peggedUSD"":404.00120569472347}","{""peggedUSD"":404.00120569472347}",Arbitrum,1.00000298439288
Phase Dollar,CASH,peggedUSD,fiat-backed,"{""peggedUSD"":70.61930702095457}","{""peggedUSD"":70.61930702095457}","{""peggedUSD"":70.61930702095457}","{""peggedUSD"":70.61930702095457}",Base,
Chad USD,cUSD,peggedUSD,crypto-backed,"{""peggedUSD"":50.02703631116829}","{""peggedUSD"":50.02703631116829}","{""peggedUSD"":50.02703631116829}","{""peggedUSD"":50.02703631116829}",Scroll,1.00000298439288
Rocky USDr,USDR,peggedUSD,crypto-backed,"{""peggedUSD"":1.5200792982660618}","{""peggedUSD"":1.6300796265492783}","{""peggedUSD"":1.6300796265492783}","{""peggedUSD"":1.6310796295336714}",Sei,1.00000298439288
TerraClassicUSD,USTC,peggedUSD,algorithmic,"{""peggedUSD"":0}",{},{},{},"OP Mainnet, Metis, Terra Classic, DFK, Moonbeam, Osmosis, BSC, Ethereum, Aurora, Oasis, Polygon, Solana, Celo, Arbitrum, Fuse, Fantom, Avalanche",0
VOLT Protocol,VOLT,peggedVAR,algorithmic,"{""peggedVAR"":76852.43361988451}","{""peggedVAR"":76852.43361988451}","{""peggedVAR"":76852.43361988451}","{""peggedVAR"":76852.43361988451}","Arbitrum, Ethereum",1.00000298439288
Rai Reflex Index,RAI,peggedVAR,crypto-backed,"{""peggedVAR"":1878879.3637798927}","{""peggedVAR"":1878879.3637798927}","{""peggedVAR"":1878879.3637798927}","{""peggedVAR"":1878879.3637798927}","Ethereum, Loopring, OP Mainnet, Polygon, Gnosis, Arbitrum, Avalanche",3.3586263133964467
Float Protocol Float,FLOAT,peggedVAR,algorithmic,"{""peggedVAR"":654109.9476964935}","{""peggedVAR"":654109.9476964935}","{""peggedVAR"":654109.9476964935}","{""peggedVAR"":654109.9476964935}",Ethereum,1.00000298439288
Euro Tether,EURT,peggedEUR,fiat-backed,"{""peggedEUR"":289355.49668750545}","{""peggedEUR"":289355.49668750545}","{""peggedEUR"":289355.49668750545}","{""peggedEUR"":289355.49668750545}","Ethereum, Polygon",0.0696587078142129
EURC,EURC,peggedEUR,fiat-backed,"{""peggedEUR"":422961350.2865226}","{""peggedEUR"":413634765.3538874}","{""peggedEUR"":416841966.620381}","{""peggedEUR"":448050130.1297313}","Ethereum, Solana, Base, Avalanche, Stellar, Sonic, Polygon, Cardano, ICP",1.178811008902456
Stasis Euro,EURS,peggedEUR,fiat-backed,"{""peggedEUR"":8307928.174668573}","{""peggedEUR"":8307928.174668573}","{""peggedEUR"":8307928.174668573}","{""peggedEUR"":8307928.174668573}","Ethereum, Polygon, Stellar, Algorand, Everscale, Gnosis",1.212372582876701
Mento Euro,EURm,peggedEUR,algorithmic,"{""peggedEUR"":3871878.134458999}","{""peggedEUR"":3901331.9501279364}","{""peggedEUR"":3901973.9165069517}","{""peggedEUR"":3838352.973774975}","Celo, Solana, Polygon, Ethereum",1.177917514421596
sEUR,SEUR,peggedEUR,crypto-backed,"{""peggedEUR"":19747.380213533343}","{""peggedEUR"":19747.380213533343}","{""peggedEUR"":19747.380213533343}","{""peggedEUR"":19747.380213533343}","Ethereum, OP Mainnet",0.01979375079043072
EURA,EURA,peggedEUR,crypto-backed,"{""peggedEUR"":3273998.326451848}","{""peggedEUR"":3276424.645197641}","{""peggedEUR"":3291365.5010626875}","{""peggedEUR"":3402738.762688608}","Ethereum, Arbitrum, Polygon, Fantom, OP Mainnet, Solana, Fuse, Aurora, zkSync Lite",1.1789151041415211
Parallel,PAR,peggedEUR,crypto-backed,"{""peggedEUR"":1233988.8185867907}","{""peggedEUR"":1234089.210855289}","{""peggedEUR"":1287731.483443283}","{""peggedEUR"":1238899.7435897314}","Ethereum, Polygon, Fantom",1.17857
Frax Price Index,FPI,peggedVAR,algorithmic,"{""peggedVAR"":96927028.4803527}","{""peggedVAR"":96927028.4803527}","{""peggedVAR"":96927028.4803527}","{""peggedVAR"":96927028.4803527}","Ethereum, ZKsync Era",1.1399798947121678
Iron Bank EURO,IBEUR,peggedEUR,crypto-backed,"{""peggedEUR"":40674.36058560072}","{""peggedEUR"":40674.36058560072}","{""peggedEUR"":40674.36058560072}","{""peggedEUR"":40674.36058560072}",Ethereum,0.01355812019520024
EUROe Stablecoin,EUROe,peggedEUR,fiat-backed,"{""peggedEUR"":122660.22801021865}","{""peggedEUR"":122660.22801021865}","{""peggedEUR"":122660.22801021865}","{""peggedEUR"":122660.22801021865}","Solana, Polygon, Ethereum, Arbitrum, Avalanche, OP Mainnet, Concordium",1.00000298439288
Monerium EUR emoney,EURE,peggedEUR,fiat-backed,"{""peggedEUR"":34379095.78196282}","{""peggedEUR"":35038796.95534915}","{""peggedEUR"":31481152.108540796}","{""peggedEUR"":29927951.605842307}","Gnosis, Ethereum, Arbitrum, Polygon, Linea, Noble, Algorand, Scroll",1.1785943337024452
DeFi Franc,DCHF,peggedVAR,crypto-backed,"{""peggedVAR"":52605.10038670421}","{""peggedVAR"":52605.10038670421}","{""peggedVAR"":52605.10038670421}","{""peggedVAR"":52605.10038670421}",Ethereum,1.00000298439288
SILK,SILK,peggedVAR,crypto-backed,"{""peggedVAR"":1636241.981076993}","{""peggedVAR"":1636192.7416279034}","{""peggedVAR"":1623249.1959945927}","{""peggedVAR"":1644489.8294332917}",Secret,1.4426464870443958
GYEN,GYEN,peggedJPY,fiat-backed,"{""peggedJPY"":5283940.171327831}","{""peggedJPY"":5283940.171327831}","{""peggedJPY"":5283940.171327831}","{""peggedJPY"":5296498.593192665}","Ethereum, Stellar, Arbitrum, Solana, OP Mainnet",0.005007345241161781
Alternity CNY,LCNY,peggedCNY,crypto-backed,"{""peggedCNY"":0}","{""peggedCNY"":0}","{""peggedCNY"":0}","{""peggedCNY"":0}",Ethereum,
UAHT,UAHT,peggedUAH,fiat-backed,"{""peggedUAH"":0}","{""peggedUAH"":0}","{""peggedUAH"":0}","{""peggedUAH"":0}",Polygon,
NARS,NARS,peggedARS,fiat-backed,"{""peggedARS"":0}","{""peggedARS"":0}","{""peggedARS"":0}","{""peggedARS"":0}",Polygon,
Collateralized Debt Token,CDT,peggedVAR,crypto-backed,"{""peggedVAR"":12932.857825656494}","{""peggedVAR"":12932.857825656494}","{""peggedVAR"":12932.857825656494}","{""peggedVAR"":13095.42344122801}",Osmosis,0.9998431560779192
ARYZE eEUR,eEUR,peggedEUR,fiat-backed,"{""peggedEUR"":19637.041986838125}","{""peggedEUR"":19637.041986838125}","{""peggedEUR"":19637.041986838125}","{""peggedEUR"":19637.597111285388}","Polygon, BSC, Ethereum",1.1784276414621935
ARYZE eGBP,eGBP,peggedGBP,fiat-backed,"{""peggedGBP"":10723.827266769009}","{""peggedGBP"":10723.827266769009}","{""peggedGBP"":10723.827266769009}","{""peggedGBP"":10723.827266769009}","Polygon, BSC, Ethereum",1.3355834131196798
CAD Coin,CADC,peggedCAD,fiat-backed,"{""peggedCAD"":1635284.4608572696}","{""peggedCAD"":1635284.4608572696}","{""peggedCAD"":1635284.4608572696}","{""peggedCAD"":1640732.91076293}","Base, Ethereum, Polygon, Arbitrum",0.7264599874214702
Anchored Coins AEUR,AEUR,peggedEUR,fiat-backed,"{""peggedEUR"":22475569.370175786}","{""peggedEUR"":22475569.370175786}","{""peggedEUR"":34684483.27557693}","{""peggedEUR"":55730325.34107794}","Ethereum, BSC",1.1627537052762988
VNX Swiss Franc,VCHF,peggedCHF,fiat-backed,"{""peggedCHF"":3402734.678751689}","{""peggedCHF"":3453985.59864683}","{""peggedCHF"":3454008.737363221}","{""peggedCHF"":3404097.1835815683}","Solana, Avalanche, Ethereum, Base, Stellar, Celo, Polygon, Fraxtal, Arbitrum, Tezos, Q Protocol",1.281216369857097
